invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-14961,2023-08-23,Utilities,General Utilities entry,3922.15,Debit,Warehouse,City Power & Water,ACH
ACT-14962,2023-12-13,Utilities,General Utilities entry,2168.48,Debit,Sales,City Power & Water,Check
ACT-14963,2023-09-15,Office Supplies,General Office Supplies entry,7390.94,Debit,Operations,Staples Business,ACH
ACT-14964,2024-11-21,Office Supplies,General Office Supplies entry,2696.04,Debit,Sales,Staples Business,Check
ACT-14965,2024-07-20,Revenue,Daily Sales Deposit,14723.35,Credit,Sales,Customer Payments,Check
ACT-14966,2025-06-26,Utilities,General Utilities entry,2067.63,Debit,Admin,City Power & Water,ACH
ACT-14967,2023-12-05,Office Supplies,General Office Supplies entry,7779.23,Debit,Admin,Staples Business,Check
ACT-14968,2023-11-06,Inventory Purchase,General Inventory Purchase entry,2701.07,Debit,Marketing,Various Wholesale,Credit Card
ACT-14969,2024-04-12,Utilities,General Utilities entry,5853.95,Debit,Warehouse,City Power & Water,ACH
ACT-14970,2025-10-20,Office Supplies,General Office Supplies entry,2679.8,Debit,Warehouse,Staples Business,Check
ACT-14971,2023-01-03,Revenue,Daily Sales Deposit,15086.7,Credit,Sales,Customer Payments,Check
ACT-14972,2025-05-04,Revenue,Daily Sales Deposit,8951.32,Credit,Sales,Customer Payments,ACH
ACT-14973,2024-10-07,Office Supplies,General Office Supplies entry,1551.46,Debit,Admin,Staples Business,ACH
ACT-14974,2025-10-21,Revenue,Daily Sales Deposit,17195.13,Credit,Sales,Customer Payments,Check
ACT-14975,2024-07-02,Revenue,Daily Sales Deposit,6260.04,Credit,Sales,Customer Payments,Credit Card
ACT-14976,2025-06-21,Revenue,Daily Sales Deposit,19903.68,Credit,Sales,Customer Payments,ACH
ACT-14977,2025-06-01,Revenue,Daily Sales Deposit,24631.98,Credit,Sales,Customer Payments,Credit Card
ACT-14978,2025-07-12,Inventory Purchase,General Inventory Purchase entry,1380.03,Debit,Marketing,Various Wholesale,Credit Card
ACT-14979,2023-06-13,Office Supplies,General Office Supplies entry,6425.72,Debit,Operations,Staples Business,Credit Card
ACT-14980,2024-01-23,Office Supplies,General Office Supplies entry,5440.73,Debit,Warehouse,Staples Business,Credit Card
ACT-14981,2024-09-13,Inventory Purchase,General Inventory Purchase entry,4388.41,Debit,Warehouse,Various Wholesale,Credit Card
ACT-14982,2024-10-20,Revenue,Daily Sales Deposit,21042.98,Credit,Sales,Customer Payments,ACH
ACT-14983,2024-11-24,Inventory Purchase,General Inventory Purchase entry,2916.22,Debit,Warehouse,Various Wholesale,ACH
ACT-14984,2023-03-01,Revenue,Daily Sales Deposit,12412.78,Credit,Sales,Customer Payments,Credit Card
ACT-14985,2024-08-07,Office Supplies,General Office Supplies entry,6098.09,Debit,Operations,Staples Business,Check
ACT-14986,2025-04-16,Revenue,Daily Sales Deposit,23706.83,Credit,Sales,Customer Payments,ACH
ACT-14987,2024-06-04,Revenue,Daily Sales Deposit,15368.22,Credit,Sales,Customer Payments,ACH
ACT-14988,2024-12-22,Office Supplies,General Office Supplies entry,3135.47,Debit,Sales,Staples Business,Credit Card
ACT-14989,2025-11-01,Office Supplies,General Office Supplies entry,4301.91,Debit,Sales,Staples Business,Credit Card
ACT-14990,2023-01-29,Office Supplies,General Office Supplies entry,6822.72,Debit,Warehouse,Staples Business,Credit Card
ACT-14991,2023-06-08,Revenue,Daily Sales Deposit,12231.52,Credit,Sales,Customer Payments,ACH
ACT-14992,2024-07-14,Revenue,Daily Sales Deposit,20284.65,Credit,Sales,Customer Payments,Credit Card
ACT-14993,2024-07-14,Revenue,Daily Sales Deposit,20284.65,Credit,Sales,Customer Payments,Credit Card
ACT-14994,2025-02-17,Revenue,Daily Sales Deposit,24935.32,Credit,Sales,Customer Payments,Check
ACT-14995,2025-12-21,Revenue,Daily Sales Deposit,8623.25,Credit,Sales,Customer Payments,Check
ACT-14996,2023-08-01,Revenue,Daily Sales Deposit,16927.12,Credit,Sales,Customer Payments,Credit Card
ACT-14997,2024-12-14,Office Supplies,General Office Supplies entry,2160.12,Debit,Warehouse,Staples Business,Check
ACT-14998,2025-02-17,Revenue,Daily Sales Deposit,8249.05,Credit,Sales,Customer Payments,Credit Card
ACT-14999,2023-03-13,Office Supplies,General Office Supplies entry,4714.31,Debit,Warehouse,Staples Business,Credit Card
ACT-15000,2025-06-07,Utilities,General Utilities entry,2249.11,Debit,Marketing,City Power & Water,ACH
ACT-15001,2025-11-08,Office Supplies,General Office Supplies entry,864.27,Debit,Sales,Staples Business,Check
ACT-15002,2023-04-28,Inventory Purchase,General Inventory Purchase entry,832.29,Debit,Marketing,Various Wholesale,Check
ACT-15003,2024-07-15,Office Supplies,General Office Supplies entry,5224.89,Debit,Warehouse,Staples Business,Credit Card
ACT-15004,2024-01-22,Revenue,Daily Sales Deposit,5993.51,Credit,Sales,Customer Payments,ACH
ACT-15005,2025-07-08,Utilities,General Utilities entry,668.46,Debit,Sales,City Power & Water,Credit Card
ACT-15006,2025-08-29,Revenue,Daily Sales Deposit,15858.58,Credit,Sales,Customer Payments,ACH
ACT-15007,2023-10-29,Revenue,Daily Sales Deposit,24711.3,Credit,Sales,Customer Payments,Credit Card
ACT-15008,2025-06-08,Utilities,General Utilities entry,1152.67,Debit,Warehouse,City Power & Water,Check
ACT-15009,2024-04-15,Office Supplies,General Office Supplies entry,2486.22,Debit,Admin,Staples Business,ACH
ACT-15010,2024-11-14,Revenue,Daily Sales Deposit,24638.08,Credit,Sales,Customer Payments,Credit Card
ACT-15011,2024-11-15,Revenue,Daily Sales Deposit,10415.3,Credit,Sales,Customer Payments,Credit Card
ACT-15012,2023-09-26,Inventory Purchase,General Inventory Purchase entry,4856.95,Debit,Operations,Various Wholesale,Check
ACT-15013,2023-10-02,Utilities,General Utilities entry,1280.69,Debit,Admin,City Power & Water,Check
ACT-15014,2024-01-02,Utilities,General Utilities entry,7633.6,Debit,Operations,City Power & Water,Check
ACT-15015,2025-05-14,Revenue,Daily Sales Deposit,6894.78,Credit,Sales,Customer Payments,ACH
ACT-15016,2025-08-09,Office Supplies,General Office Supplies entry,2266.9,Debit,Operations,Staples Business,Check
ACT-15017,2023-04-22,Office Supplies,General Office Supplies entry,2148.83,Debit,Sales,Staples Business,Check
ACT-15018,2025-04-21,Utilities,General Utilities entry,6639.57,Debit,Sales,City Power & Water,Credit Card
ACT-15019,2023-12-29,Office Supplies,General Office Supplies entry,1284.35,Debit,Admin,Staples Business,Credit Card
ACT-15020,2025-06-06,Office Supplies,General Office Supplies entry,6125.31,Debit,Admin,Staples Business,ACH
ACT-15021,2024-08-30,Inventory Purchase,General Inventory Purchase entry,4213.02,Debit,Marketing,Various Wholesale,ACH
ACT-15022,2023-01-09,Revenue,Daily Sales Deposit,24420.99,Credit,Sales,Customer Payments,ACH
ACT-15023,2023-09-10,Inventory Purchase,General Inventory Purchase entry,4937.37,Debit,Operations,Various Wholesale,ACH
ACT-15024,2023-04-20,Inventory Purchase,General Inventory Purchase entry,2821.48,Debit,Operations,Various Wholesale,Credit Card
ACT-15025,2024-03-15,Revenue,Daily Sales Deposit,9101.03,Credit,Sales,Customer Payments,ACH
ACT-15026,2024-07-04,Utilities,General Utilities entry,5108.84,Debit,Operations,City Power & Water,ACH
ACT-15027,2025-05-21,Utilities,General Utilities entry,3412.69,Debit,Operations,City Power & Water,Check
ACT-15028,2024-04-10,Revenue,Daily Sales Deposit,16408.32,Credit,Sales,Customer Payments,Credit Card
ACT-15029,2024-07-17,Revenue,Daily Sales Deposit,12186.81,Credit,Sales,Customer Payments,Check
ACT-15030,2025-07-29,Revenue,Daily Sales Deposit,13562.51,Credit,Sales,Customer Payments,Check
ACT-15031,2024-07-07,Revenue,Daily Sales Deposit,17451.25,Credit,Sales,Customer Payments,ACH
ACT-15032,2025-12-06,Revenue,Daily Sales Deposit,11854.22,Credit,Sales,Customer Payments,ACH
ACT-15033,2024-09-22,Inventory Purchase,General Inventory Purchase entry,772.86,Debit,Admin,Various Wholesale,Check
ACT-15034,2023-07-29,Revenue,Daily Sales Deposit,15543.84,Credit,Sales,Customer Payments,ACH
ACT-15035,2025-08-18,Office Supplies,General Office Supplies entry,3470.09,Debit,Marketing,Staples Business,Check
ACT-15036,2023-02-01,Revenue,Daily Sales Deposit,21300.56,Credit,Sales,Customer Payments,Credit Card
ACT-15037,2023-07-08,Inventory Purchase,General Inventory Purchase entry,3269.47,Debit,Operations,Various Wholesale,ACH
ACT-15038,2024-12-29,Revenue,Daily Sales Deposit,17604.96,Credit,Sales,Customer Payments,ACH
ACT-15039,2025-02-02,Utilities,General Utilities entry,1534.33,Debit,Sales,City Power & Water,Credit Card
ACT-15040,2023-12-06,Revenue,Daily Sales Deposit,15478.83,Credit,Sales,Customer Payments,ACH
ACT-15041,2024-08-06,Revenue,Daily Sales Deposit,7102.86,Credit,Sales,Customer Payments,Credit Card
ACT-15042,2025-03-21,Inventory Purchase,General Inventory Purchase entry,3724.98,Debit,Admin,Various Wholesale,ACH
ACT-15043,2024-11-06,Revenue,Daily Sales Deposit,22208.73,Credit,Sales,Customer Payments,ACH
ACT-15044,2023-12-10,Office Supplies,General Office Supplies entry,1758.7,Debit,Warehouse,Staples Business,Credit Card
ACT-15045,2023-12-13,Utilities,General Utilities entry,4122.73,Debit,Admin,City Power & Water,Credit Card
ACT-15046,2023-01-25,Office Supplies,General Office Supplies entry,4662.25,Debit,Admin,Staples Business,Credit Card
ACT-15047,2023-12-25,Utilities,General Utilities entry,5766.86,Debit,Warehouse,City Power & Water,Credit Card
ACT-15048,2025-03-11,Revenue,Daily Sales Deposit,9130.95,Credit,Sales,Customer Payments,Check
ACT-15049,2025-03-28,Office Supplies,General Office Supplies entry,2871.18,Debit,Marketing,Staples Business,Credit Card
ACT-15050,2023-02-07,Utilities,General Utilities entry,7521.78,Debit,Marketing,City Power & Water,ACH
ACT-15051,2025-03-28,Revenue,Daily Sales Deposit,18079.84,Credit,Sales,Customer Payments,Check
ACT-15052,2025-04-14,Office Supplies,General Office Supplies entry,4772.03,Debit,Operations,Staples Business,Check
ACT-15053,2024-08-08,Revenue,Daily Sales Deposit,20161.23,Credit,Sales,Customer Payments,Check
ACT-15054,2024-03-08,Revenue,Daily Sales Deposit,22899.58,Credit,Sales,Customer Payments,Credit Card
ACT-15055,2025-10-31,Utilities,General Utilities entry,7571.82,Debit,Warehouse,City Power & Water,Credit Card
ACT-15056,2024-04-21,Revenue,Daily Sales Deposit,6185.78,Credit,Sales,Customer Payments,Check
ACT-15057,2023-06-16,Revenue,Daily Sales Deposit,17935.7,Credit,Sales,Customer Payments,Credit Card
ACT-15058,2025-11-17,Revenue,Daily Sales Deposit,14469.55,Credit,Sales,Customer Payments,Check
ACT-15059,2024-01-20,Office Supplies,General Office Supplies entry,623.92,Debit,Admin,Staples Business,Check
ACT-15060,2024-03-20,Utilities,General Utilities entry,1786.23,Debit,Sales,City Power & Water,Credit Card
ACT-15061,2025-04-19,Revenue,Daily Sales Deposit,24962.65,Credit,Sales,Customer Payments,ACH
ACT-15062,2025-04-15,Utilities,General Utilities entry,3834.42,Debit,Admin,City Power & Water,Credit Card
ACT-15063,2024-04-08,Utilities,General Utilities entry,7747.5,Debit,Admin,City Power & Water,Check
ACT-15064,2023-10-14,Inventory Purchase,General Inventory Purchase entry,4792.09,Debit,Admin,Various Wholesale,Check
ACT-15065,2024-06-02,Inventory Purchase,General Inventory Purchase entry,3962.43,Debit,Warehouse,Various Wholesale,Credit Card
ACT-15066,2023-12-15,Revenue,Daily Sales Deposit,9249.64,Credit,Sales,Customer Payments,Credit Card
ACT-15067,2023-04-25,Utilities,General Utilities entry,2932.65,Debit,Operations,City Power & Water,Credit Card
ACT-15068,2025-03-29,Revenue,Daily Sales Deposit,8664.45,Credit,Sales,Customer Payments,Credit Card
ACT-15069,2023-02-03,Revenue,Daily Sales Deposit,6546.75,Credit,Sales,Customer Payments,Credit Card
ACT-15070,2024-03-27,Revenue,Daily Sales Deposit,10319.1,Credit,Sales,Customer Payments,Credit Card
ACT-15071,2023-12-20,Inventory Purchase,General Inventory Purchase entry,2095.83,Debit,Admin,Various Wholesale,Credit Card
ACT-15072,2023-05-07,Inventory Purchase,General Inventory Purchase entry,7534.39,Debit,Warehouse,Various Wholesale,Check
ACT-15073,2025-05-10,Utilities,General Utilities entry,7433.3,Debit,Marketing,City Power & Water,Credit Card
ACT-15074,2023-03-21,Utilities,General Utilities entry,6884.4,Debit,Sales,City Power & Water,ACH
ACT-15075,2024-03-10,Revenue,Daily Sales Deposit,12710.01,Credit,Sales,Customer Payments,ACH
ACT-15076,2025-05-17,Inventory Purchase,General Inventory Purchase entry,1153.28,Debit,Admin,Various Wholesale,Credit Card
ACT-15077,2025-04-09,Utilities,General Utilities entry,7713.91,Debit,Marketing,City Power & Water,Check
ACT-15078,2023-03-17,Revenue,Daily Sales Deposit,10689.29,Credit,Sales,Customer Payments,Credit Card
ACT-15079,2023-05-03,Revenue,Daily Sales Deposit,11148.93,Credit,Sales,Customer Payments,Credit Card
ACT-15080,2024-10-14,Utilities,General Utilities entry,4728.66,Debit,Warehouse,City Power & Water,ACH
ACT-15081,2025-08-17,Utilities,General Utilities entry,3015.73,Debit,Operations,City Power & Water,Credit Card
ACT-15082,2023-06-30,Inventory Purchase,General Inventory Purchase entry,2808.05,Debit,Admin,Various Wholesale,Credit Card
ACT-15083,2024-05-16,Utilities,General Utilities entry,2530.25,Debit,Admin,City Power & Water,ACH
ACT-15084,2023-07-15,Revenue,Daily Sales Deposit,13898.42,Credit,Sales,Customer Payments,Check
ACT-15085,2025-01-12,Revenue,Daily Sales Deposit,13607.87,Credit,Sales,Customer Payments,Check
ACT-15086,2024-10-14,Office Supplies,General Office Supplies entry,5163.37,Debit,Operations,Staples Business,Credit Card
ACT-15087,2023-11-08,Office Supplies,General Office Supplies entry,1470.06,Debit,Admin,Staples Business,ACH
ACT-15088,2025-12-13,Utilities,General Utilities entry,2085.92,Debit,Sales,City Power & Water,ACH
ACT-15089,2023-05-19,Revenue,Daily Sales Deposit,8559.18,Credit,Sales,Customer Payments,ACH
ACT-15090,2023-09-26,Revenue,Daily Sales Deposit,19865.02,Credit,Sales,Customer Payments,Check
ACT-15091,2024-10-25,Revenue,Daily Sales Deposit,11301.07,Credit,Sales,Customer Payments,Check
ACT-15092,2024-10-25,Revenue,Daily Sales Deposit,11301.07,Credit,Sales,Customer Payments,Check
ACT-15093,2025-04-19,Revenue,Daily Sales Deposit,7839.17,Credit,Sales,Customer Payments,Credit Card
ACT-15094,2023-04-09,Inventory Purchase,General Inventory Purchase entry,3013.03,Debit,Sales,Various Wholesale,Credit Card
ACT-15095,2023-04-25,Revenue,Daily Sales Deposit,24448.57,Credit,Sales,Customer Payments,Check
ACT-15096,2023-06-15,Utilities,General Utilities entry,2519.78,Debit,Marketing,City Power & Water,Credit Card
ACT-15097,2023-08-18,Utilities,General Utilities entry,1324.21,Debit,Marketing,City Power & Water,ACH
ACT-15098,2024-04-18,Revenue,Daily Sales Deposit,14640.11,Credit,Sales,Customer Payments,Credit Card
ACT-15099,2025-07-31,Office Supplies,General Office Supplies entry,6082.34,Debit,Marketing,Staples Business,Credit Card
ACT-15100,2025-11-12,Revenue,Daily Sales Deposit,21363.58,Credit,Sales,Customer Payments,Check
ACT-15101,2024-03-26,Utilities,General Utilities entry,3482.65,Debit,Sales,City Power & Water,ACH
ACT-15102,2025-12-01,Inventory Purchase,General Inventory Purchase entry,4879.56,Debit,Sales,Various Wholesale,Credit Card
ACT-15103,2024-07-15,Inventory Purchase,General Inventory Purchase entry,4156.66,Debit,Sales,Various Wholesale,Credit Card
ACT-15104,2023-09-19,Revenue,Daily Sales Deposit,23722.12,Credit,Sales,Customer Payments,ACH
ACT-15105,2023-08-12,Inventory Purchase,General Inventory Purchase entry,3272.84,Debit,Sales,Various Wholesale,Credit Card
ACT-15106,2025-01-16,Office Supplies,General Office Supplies entry,3874.28,Debit,Marketing,Staples Business,Check
ACT-15107,2025-06-22,Office Supplies,General Office Supplies entry,1135.28,Debit,Warehouse,Staples Business,Credit Card
ACT-15108,2025-01-13,Inventory Purchase,General Inventory Purchase entry,2950.8,Debit,Admin,Various Wholesale,Check
ACT-15109,2024-10-29,Office Supplies,General Office Supplies entry,1679.26,Debit,Sales,Staples Business,ACH
ACT-15110,2024-08-04,Office Supplies,General Office Supplies entry,4706.34,Debit,Sales,Staples Business,ACH
ACT-15111,2025-01-07,Revenue,Daily Sales Deposit,23376.2,Credit,Sales,Customer Payments,Credit Card
ACT-15112,2023-06-20,Inventory Purchase,General Inventory Purchase entry,1305.17,Debit,Operations,Various Wholesale,Credit Card
ACT-15113,2025-11-15,Revenue,Daily Sales Deposit,13268.51,Credit,Sales,Customer Payments,ACH
ACT-15114,2024-05-07,Revenue,Daily Sales Deposit,14606.67,Credit,Sales,Customer Payments,ACH
ACT-15115,2025-04-07,Revenue,Daily Sales Deposit,21828.8,Credit,Sales,Customer Payments,Credit Card
ACT-15116,2024-11-17,Revenue,Daily Sales Deposit,10144.5,Credit,Sales,Customer Payments,Check
ACT-15117,2024-05-25,Utilities,General Utilities entry,4815.67,Debit,Admin,City Power & Water,Credit Card
ACT-15118,2024-08-03,Revenue,Daily Sales Deposit,24143.31,Credit,Sales,Customer Payments,ACH
ACT-15119,2025-02-21,Inventory Purchase,General Inventory Purchase entry,5241.7,Debit,Sales,Various Wholesale,Check
ACT-15120,2025-01-02,Revenue,Daily Sales Deposit,12576.66,Credit,Sales,Customer Payments,Check
ACT-15121,2024-08-18,Inventory Purchase,General Inventory Purchase entry,3675.33,Debit,Warehouse,Various Wholesale,Check
ACT-15122,2025-01-31,Inventory Purchase,General Inventory Purchase entry,2174.38,Debit,Warehouse,Various Wholesale,ACH
ACT-15123,2025-05-05,Office Supplies,General Office Supplies entry,369.5,Debit,Warehouse,Staples Business,Check
ACT-15124,2023-12-07,Inventory Purchase,General Inventory Purchase entry,6375.03,Debit,Warehouse,Various Wholesale,Credit Card
ACT-15125,2025-08-04,Revenue,Daily Sales Deposit,23133.19,Credit,Sales,Customer Payments,ACH
ACT-15126,2025-01-18,Inventory Purchase,General Inventory Purchase entry,5460.09,Debit,Warehouse,Various Wholesale,Credit Card
ACT-15127,2025-04-21,Office Supplies,General Office Supplies entry,2966.39,Debit,Admin,Staples Business,Credit Card
ACT-15128,2023-02-28,Utilities,General Utilities entry,4620.87,Debit,Warehouse,City Power & Water,Credit Card
ACT-15129,2023-05-03,Office Supplies,General Office Supplies entry,4498.77,Debit,Operations,Staples Business,Check
ACT-15130,2023-08-05,Revenue,Daily Sales Deposit,16951.72,Credit,Sales,Customer Payments,ACH
ACT-15131,2025-07-05,Inventory Purchase,General Inventory Purchase entry,6780.94,Debit,Marketing,Various Wholesale,Check
ACT-15132,2024-09-12,Office Supplies,General Office Supplies entry,7767.05,Debit,Marketing,Staples Business,Check
ACT-15133,2024-04-14,Inventory Purchase,General Inventory Purchase entry,3109.75,Debit,Sales,Various Wholesale,Check
ACT-15134,2025-10-23,Revenue,Daily Sales Deposit,13095.29,Credit,Sales,Customer Payments,Credit Card
ACT-15135,2025-11-25,Revenue,Daily Sales Deposit,14261.14,Credit,Sales,Customer Payments,Check
ACT-15136,2025-09-06,Revenue,Daily Sales Deposit,10688.12,Credit,Sales,Customer Payments,Credit Card
ACT-15137,2025-01-04,Revenue,Daily Sales Deposit,11086.46,Credit,Sales,Customer Payments,Credit Card
ACT-15138,2024-11-20,Inventory Purchase,General Inventory Purchase entry,4961.97,Debit,Marketing,Various Wholesale,ACH
ACT-15139,2023-06-28,Utilities,General Utilities entry,2313.07,Debit,Admin,City Power & Water,Credit Card
ACT-15140,2023-02-17,Revenue,Daily Sales Deposit,5223.9,Credit,Sales,Customer Payments,ACH
ACT-15141,2025-06-12,Office Supplies,General Office Supplies entry,601.0,Debit,Admin,Staples Business,ACH
ACT-15142,2023-03-08,Revenue,Daily Sales Deposit,19062.5,Credit,Sales,Customer Payments,ACH
ACT-15143,2025-02-11,Utilities,General Utilities entry,7700.7,Debit,Sales,City Power & Water,ACH
ACT-15144,2024-08-07,Revenue,Daily Sales Deposit,11720.05,Credit,Sales,Customer Payments,Credit Card
ACT-15145,2023-12-28,Revenue,Daily Sales Deposit,6217.69,Credit,Sales,Customer Payments,Check
ACT-15146,2024-10-17,Office Supplies,General Office Supplies entry,2096.14,Debit,Warehouse,Staples Business,Credit Card
ACT-15147,2024-10-27,Utilities,General Utilities entry,1234.94,Debit,Warehouse,City Power & Water,Check
ACT-15148,2025-07-26,Inventory Purchase,General Inventory Purchase entry,5022.5,Debit,Admin,Various Wholesale,Credit Card
ACT-15149,2024-10-02,Revenue,Daily Sales Deposit,5945.86,Credit,Sales,Customer Payments,Check
ACT-15150,2025-02-05,Revenue,Daily Sales Deposit,6635.62,Credit,Sales,Customer Payments,Check
ACT-15151,2025-09-14,Inventory Purchase,General Inventory Purchase entry,4539.41,Debit,Admin,Various Wholesale,Check
ACT-15152,2024-02-12,Inventory Purchase,General Inventory Purchase entry,1770.34,Debit,Admin,Various Wholesale,Check
ACT-15153,2024-10-02,Revenue,Daily Sales Deposit,17846.36,Credit,Sales,Customer Payments,ACH
ACT-15154,2025-08-16,Revenue,Daily Sales Deposit,13764.12,Credit,Sales,Customer Payments,Credit Card
ACT-15155,2024-12-29,Inventory Purchase,General Inventory Purchase entry,5947.04,Debit,Admin,Various Wholesale,ACH
ACT-15156,2024-07-26,Revenue,Daily Sales Deposit,12947.43,Credit,Sales,Customer Payments,Credit Card
ACT-15157,2024-02-04,Revenue,Daily Sales Deposit,19805.26,Credit,Sales,Customer Payments,ACH
ACT-15158,2023-02-04,Revenue,Daily Sales Deposit,14804.5,Credit,Sales,Customer Payments,ACH
ACT-15159,2024-01-18,Inventory Purchase,General Inventory Purchase entry,7067.46,Debit,Sales,Various Wholesale,ACH
ACT-15160,2023-11-04,Utilities,General Utilities entry,5626.01,Debit,Operations,City Power & Water,ACH
ACT-15161,2025-12-07,Inventory Purchase,General Inventory Purchase entry,4365.63,Debit,Marketing,Various Wholesale,ACH
ACT-15162,2025-04-14,Revenue,Daily Sales Deposit,24276.21,Credit,Sales,Customer Payments,ACH
ACT-15163,2024-09-11,Inventory Purchase,General Inventory Purchase entry,2278.29,Debit,Sales,Various Wholesale,ACH
ACT-15164,2024-10-14,Office Supplies,General Office Supplies entry,6575.7,Debit,Marketing,Staples Business,Check
ACT-15165,2025-01-02,Inventory Purchase,General Inventory Purchase entry,3984.17,Debit,Sales,Various Wholesale,ACH
ACT-15166,2024-04-09,Inventory Purchase,General Inventory Purchase entry,6470.32,Debit,Marketing,Various Wholesale,Check
ACT-15167,2025-11-20,Inventory Purchase,General Inventory Purchase entry,6802.65,Debit,Sales,Various Wholesale,Check
ACT-15168,2025-01-27,Utilities,General Utilities entry,3441.19,Debit,Warehouse,City Power & Water,ACH
ACT-15169,2025-03-21,Revenue,Daily Sales Deposit,18849.19,Credit,Sales,Customer Payments,Check
ACT-15170,2023-12-14,Utilities,General Utilities entry,6238.32,Debit,Admin,City Power & Water,ACH
ACT-15171,2024-08-30,Revenue,Daily Sales Deposit,15129.48,Credit,Sales,Customer Payments,Credit Card
ACT-15172,2023-03-18,Inventory Purchase,General Inventory Purchase entry,6612.38,Debit,Marketing,Various Wholesale,Credit Card
ACT-15173,2025-06-19,Revenue,Daily Sales Deposit,19749.53,Credit,Sales,Customer Payments,Check
ACT-15174,2025-05-29,Utilities,General Utilities entry,1616.49,Debit,Sales,City Power & Water,ACH
ACT-15175,2024-01-16,Inventory Purchase,General Inventory Purchase entry,1452.12,Debit,Admin,Various Wholesale,Check
ACT-15176,2024-10-13,Utilities,General Utilities entry,3657.91,Debit,Warehouse,City Power & Water,Credit Card
ACT-15177,2025-08-07,Inventory Purchase,General Inventory Purchase entry,4422.76,Debit,Marketing,Various Wholesale,Check
ACT-15178,2025-09-14,Revenue,Daily Sales Deposit,7432.76,Credit,Sales,Customer Payments,Credit Card
ACT-15179,2025-01-24,Office Supplies,General Office Supplies entry,4135.13,Debit,Marketing,Staples Business,Credit Card
ACT-15180,2023-05-08,Office Supplies,General Office Supplies entry,4911.04,Debit,Marketing,Staples Business,ACH
ACT-15181,2024-11-07,Inventory Purchase,General Inventory Purchase entry,1547.62,Debit,Sales,Various Wholesale,Check
ACT-15182,2024-06-12,Inventory Purchase,General Inventory Purchase entry,4020.92,Debit,Admin,Various Wholesale,Credit Card
ACT-15183,2024-09-19,Utilities,General Utilities entry,3763.68,Debit,Marketing,City Power & Water,Credit Card
ACT-15184,2024-06-20,Utilities,General Utilities entry,7485.86,Debit,Warehouse,City Power & Water,Check
ACT-15185,2024-08-16,Office Supplies,General Office Supplies entry,2607.74,Debit,Operations,Staples Business,Credit Card
ACT-15186,2023-02-21,Revenue,Daily Sales Deposit,6689.75,Credit,Sales,Customer Payments,Check
ACT-15187,2023-03-24,Revenue,Daily Sales Deposit,6129.75,Credit,Sales,Customer Payments,Credit Card
ACT-15188,2024-04-30,Utilities,General Utilities entry,3009.95,Debit,Warehouse,City Power & Water,ACH
ACT-15189,2025-06-08,Revenue,Daily Sales Deposit,15744.92,Credit,Sales,Customer Payments,Check
ACT-15190,2024-07-07,Utilities,General Utilities entry,3368.86,Debit,Sales,City Power & Water,Credit Card
ACT-15191,2023-12-22,Revenue,Daily Sales Deposit,20579.49,Credit,Sales,Customer Payments,ACH
ACT-15192,2023-05-04,Revenue,Daily Sales Deposit,24190.08,Credit,Sales,Customer Payments,Check
ACT-15193,2024-02-08,Revenue,Daily Sales Deposit,8582.27,Credit,Sales,Customer Payments,ACH
ACT-15194,2023-07-14,Revenue,Daily Sales Deposit,17254.29,Credit,Sales,Customer Payments,ACH
ACT-15195,2024-08-09,Revenue,Daily Sales Deposit,15747.1,Credit,Sales,Customer Payments,Check
ACT-15196,2023-11-15,Revenue,Daily Sales Deposit,13539.49,Credit,Sales,Customer Payments,Credit Card
ACT-15197,2025-03-29,Office Supplies,General Office Supplies entry,4723.34,Debit,Marketing,Staples Business,ACH
ACT-15198,2025-08-22,Inventory Purchase,General Inventory Purchase entry,5742.35,Debit,Sales,Various Wholesale,ACH
ACT-15199,2025-08-25,Revenue,Daily Sales Deposit,16807.56,Credit,Sales,Customer Payments,Check
ACT-15200,2023-04-28,Revenue,Daily Sales Deposit,10015.07,Credit,Sales,Customer Payments,Credit Card
ACT-15201,2024-09-18,Office Supplies,General Office Supplies entry,6387.56,Debit,Sales,Staples Business,Check
ACT-15202,2024-06-23,Inventory Purchase,General Inventory Purchase entry,6174.08,Debit,Warehouse,Various Wholesale,ACH
ACT-15203,2025-05-26,Utilities,General Utilities entry,7394.82,Debit,Admin,City Power & Water,Check
ACT-15204,2024-09-16,Revenue,Daily Sales Deposit,18510.64,Credit,Sales,Customer Payments,Check
ACT-15205,2023-11-17,Inventory Purchase,General Inventory Purchase entry,4874.76,Debit,Warehouse,Various Wholesale,Credit Card
ACT-15206,2023-12-26,Inventory Purchase,General Inventory Purchase entry,4325.56,Debit,Warehouse,Various Wholesale,ACH
ACT-15207,2025-11-25,Inventory Purchase,General Inventory Purchase entry,3482.27,Debit,Sales,Various Wholesale,ACH
ACT-15208,2023-08-01,Revenue,Daily Sales Deposit,5117.9,Credit,Sales,Customer Payments,ACH
ACT-15209,2023-07-02,Revenue,Daily Sales Deposit,20318.34,Credit,Sales,Customer Payments,Check
ACT-15210,2023-08-13,Office Supplies,General Office Supplies entry,3706.56,Debit,Marketing,Staples Business,Credit Card
ACT-15211,2024-08-13,Revenue,Daily Sales Deposit,13774.67,Credit,Sales,Customer Payments,Check
