line_item_id,invoice_id,product_id,quantity,unit_price,total_amount
14095,INV-54720,PROD-6079,6,34.98,209.88
14096,INV-54720,PROD-6080,6,39.98,239.88
14097,INV-54720,PROD-6264,6,34.98,209.88
14098,INV-54721,PROD-6100,19,179.0,3391.09
14099,INV-54721,PROD-6135,18,5.98,107.64
14100,INV-54721,PROD-6202,18,10.98,197.64
14101,INV-54721,PROD-6192,18,18.48,332.64
14102,INV-54721,PROD-6282,18,5.98,107.64
14103,INV-54722,PROD-6048,4,69.0,276.0
14104,INV-54722,PROD-6038,4,49.0,196.0
14105,INV-54722,PROD-6003,5,139.0,670.81
14106,INV-54722,PROD-6187,4,8.98,35.92
14107,INV-54722,PROD-6107,4,19.98,79.92
14108,INV-54723,PROD-6180,376,3.48,1305.31
14109,INV-54724,PROD-6052,5,119.0,489.54
14110,INV-54725,PROD-6095,7,349.0,2123.34
14111,INV-54725,PROD-6099,6,149.0,894.0
14112,INV-54725,PROD-6252,6,0.48,2.88
14113,INV-54726,PROD-6209,1,49.98,29.07
14114,INV-54727,PROD-6041,71,29.99,2113.86
14115,INV-54727,PROD-6139,70,4.98,348.6
14116,INV-54728,PROD-6296,25,119.0,2904.43
14117,INV-54728,PROD-6248,24,0.88,21.12
14118,INV-54728,PROD-6173,24,6.98,167.52
14119,INV-54729,PROD-6193,23,15.98,367.54
14120,INV-54729,PROD-6018,24,139.0,3323.97
14121,INV-54729,PROD-6067,23,3.98,91.54
14122,INV-54730,PROD-6160,10,99.0,990.0
14123,INV-54730,PROD-6115,11,299.0,3150.74
14124,INV-54730,PROD-6228,10,18.98,189.8
14125,INV-54731,PROD-6003,3,139.0,290.08
14126,INV-54731,PROD-6219,2,14.98,29.96
14127,INV-54731,PROD-6217,2,16.98,33.96
14128,INV-54731,PROD-6051,2,22.99,45.98
14129,INV-54732,PROD-6160,3,99.0,297.0
14130,INV-54732,PROD-6205,3,34.98,104.94
14131,INV-54732,PROD-6026,3,49.0,147.0
14132,INV-54732,PROD-6013,4,499.0,1752.19
14133,INV-54732,PROD-6076,3,16.98,50.94
14134,INV-54733,PROD-6202,5,10.98,54.9
14135,INV-54733,PROD-6168,5,24.98,124.9
14136,INV-54733,PROD-6113,6,139.0,739.51
14137,INV-54733,PROD-6194,5,24.98,124.9
14138,INV-54734,PROD-6173,417,6.98,2907.66
14139,INV-54735,PROD-6166,133,6.98,928.34
14140,INV-54735,PROD-6193,136,15.98,2158.24
14141,INV-54735,PROD-6091,133,9.98,1327.34
14142,INV-54736,PROD-6102,13,169.0,2156.35
14143,INV-54736,PROD-6184,12,5.98,71.76
14144,INV-54736,PROD-6144,12,0.48,5.76
14145,INV-54737,PROD-6026,1,49.0,2.24
14146,INV-54737,PROD-6243,1,9.98,9.98
14147,INV-54737,PROD-6132,1,1.28,1.28
14148,INV-54737,PROD-6229,1,14.98,14.98
14149,INV-54738,PROD-6067,120,3.98,474.06
14150,INV-54739,PROD-6209,4,49.98,151.88
14151,INV-54739,PROD-6287,3,9.98,29.94
14152,INV-54739,PROD-6168,3,24.98,74.94
14153,INV-54739,PROD-6026,3,49.0,147.0
14154,INV-54740,PROD-6068,1,3.98,3.98
14155,INV-54740,PROD-6119,1,199.0,91.94
14156,INV-54740,PROD-6177,1,9.98,9.98
14157,INV-54740,PROD-6112,1,19.98,19.98
14158,INV-54741,PROD-6215,6,7.48,44.88
14159,INV-54741,PROD-6100,7,179.0,1095.05
14160,INV-54741,PROD-6240,6,3.98,23.88
14161,INV-54741,PROD-6051,6,22.99,137.94
14162,INV-54742,PROD-6229,3,14.98,44.94
14163,INV-54742,PROD-6220,3,21.98,65.94
14164,INV-54742,PROD-6002,5,119.0,507.75
14165,INV-54742,PROD-6111,3,12.98,38.94
14166,INV-54743,PROD-6137,16,6.98,111.68
14167,INV-54743,PROD-6253,16,0.68,10.88
14168,INV-54743,PROD-6080,16,39.98,639.68
14169,INV-54743,PROD-6229,16,14.98,239.68
14170,INV-54743,PROD-6056,18,119.0,2061.51
14171,INV-54744,PROD-6071,3,16.98,46.12
14172,INV-54744,PROD-6212,2,1.98,3.96
14173,INV-54745,PROD-6268,3,7.98,23.94
14174,INV-54745,PROD-6149,3,1.78,5.34
14175,INV-54745,PROD-6094,4,499.0,1957.32
14176,INV-54746,PROD-6132,49,1.28,62.72
14177,INV-54746,PROD-6049,50,59.0,2949.01
14178,INV-54746,PROD-6164,49,3.98,195.02
14179,INV-54746,PROD-6198,49,4.98,244.02
14180,INV-54747,PROD-6058,1,169.0,100.72
14181,INV-54747,PROD-6069,1,4.98,4.98
14182,INV-54747,PROD-6197,1,19.98,19.98
14183,INV-54747,PROD-6138,1,49.98,49.98
14184,INV-54747,PROD-6147,1,1.18,1.18
14185,INV-54748,PROD-6258,4,1.48,5.92
14186,INV-54748,PROD-6115,5,299.0,1486.75
14187,INV-54748,PROD-6287,4,9.98,39.92
14188,INV-54748,PROD-6079,4,34.98,139.92
14189,INV-54749,PROD-6274,14,19.98,279.72
14190,INV-54749,PROD-6290,16,199.0,3017.76
14191,INV-54749,PROD-6085,14,34.98,489.72
14192,INV-54750,PROD-6072,334,6.98,2328.92
14193,INV-54750,PROD-6154,332,5.98,1985.36
14194,INV-54751,PROD-6178,79,1.98,156.42
14195,INV-54751,PROD-6188,79,11.48,906.92
14196,INV-54751,PROD-6228,80,18.98,1508.03
14197,INV-54752,PROD-6167,274,11.98,3271.39
14198,INV-54753,PROD-6180,207,3.48,720.36
14199,INV-54753,PROD-6170,209,8.98,1872.2
14200,INV-54753,PROD-6120,207,7.98,1651.86
14201,INV-54754,PROD-6298,5,16.98,72.94
14202,INV-54754,PROD-6196,4,15.98,63.92
14203,INV-54754,PROD-6240,4,3.98,15.92
14204,INV-54755,PROD-6245,9,24.98,224.82
14205,INV-54755,PROD-6089,10,34.98,318.21
14206,INV-54756,PROD-6232,26,5.98,155.48
14207,INV-54756,PROD-6133,26,4.98,129.48
14208,INV-54756,PROD-6262,26,0.98,25.48
14209,INV-54756,PROD-6046,27,39.98,1052.0
14210,INV-54756,PROD-6150,26,0.98,25.48
14211,INV-54757,PROD-6264,5,34.98,174.9
14212,INV-54757,PROD-6296,7,119.0,745.47
14213,INV-54758,PROD-6039,1,59.0,29.54
14214,INV-54758,PROD-6039,1,59.0,59.0
14215,INV-54758,PROD-6200,1,9.48,9.48
14216,INV-54758,PROD-6112,1,19.98,19.98
14217,INV-54759,PROD-6222,98,22.98,2237.98
14218,INV-54759,PROD-6258,97,1.48,143.56
14219,INV-54759,PROD-6066,97,3.98,386.06
14220,INV-54759,PROD-6122,97,8.98,871.06
14221,INV-54760,PROD-6161,3,3.48,10.44
14222,INV-54760,PROD-6027,4,69.0,208.28
14223,INV-54760,PROD-6124,3,11.98,35.94
14224,INV-54760,PROD-6163,3,4.98,14.94
14225,INV-54761,PROD-6242,321,6.48,2076.76
14226,INV-54762,PROD-6270,396,6.98,2760.97
14227,INV-54762,PROD-6248,395,0.88,347.6
14228,INV-54763,PROD-6299,17,129.0,2183.51
14229,INV-54763,PROD-6131,16,0.98,15.68
14230,INV-54763,PROD-6047,16,54.98,879.68
14231,INV-54764,PROD-6101,3,149.0,447.0
14232,INV-54764,PROD-6022,3,149.0,447.0
14233,INV-54764,PROD-6098,5,199.0,988.0
14234,INV-54764,PROD-6135,3,5.98,17.94
14235,INV-54764,PROD-6285,3,1.48,4.44
14236,INV-54765,PROD-6246,70,34.98,2442.54
14237,INV-54766,PROD-6071,47,16.98,798.06
14238,INV-54766,PROD-6060,48,24.98,1191.33
14239,INV-54766,PROD-6154,47,5.98,281.06
14240,INV-54767,PROD-6293,26,49.0,1229.01
14241,INV-54768,PROD-6134,19,4.98,93.37
14242,INV-54769,PROD-6277,134,8.48,1136.32
14243,INV-54769,PROD-6061,136,21.98,2974.83
14244,INV-54769,PROD-6253,134,0.68,91.12
14245,INV-54770,PROD-6265,37,34.98,1294.26
14246,INV-54770,PROD-6087,38,44.98,1696.84
14247,INV-54770,PROD-6216,37,9.98,369.26
14248,INV-54771,PROD-6146,2434,1.48,3601.37
14249,INV-54772,PROD-6208,60,39.98,2366.08
14250,INV-54772,PROD-6081,59,19.98,1178.82
14251,INV-54772,PROD-6279,59,5.98,352.82
14252,INV-54772,PROD-6198,59,4.98,293.82
14253,INV-54773,PROD-6016,10,129.0,1172.43
14254,INV-54773,PROD-6262,9,0.98,8.82
14255,INV-54773,PROD-6256,9,39.98,359.82
14256,INV-54773,PROD-6150,9,0.98,8.82
14257,INV-54773,PROD-6144,9,0.48,4.32
14258,INV-54774,PROD-6271,86,8.98,772.28
14259,INV-54774,PROD-6164,86,3.98,342.28
14260,INV-54774,PROD-6079,88,34.98,3045.93
14261,INV-54775,PROD-6200,218,9.48,2063.94
14262,INV-54776,PROD-6234,4,43.98,175.92
14263,INV-54776,PROD-6191,4,14.98,59.92
14264,INV-54776,PROD-6035,5,139.0,597.74
14265,INV-54776,PROD-6112,4,19.98,79.92
14266,INV-54777,PROD-6246,112,34.98,3906.63
14267,INV-54778,PROD-6108,22,14.98,322.06
14268,INV-54778,PROD-6121,21,7.98,167.58
14269,INV-54778,PROD-6263,21,1.48,31.08
14270,INV-54778,PROD-6156,21,14.98,314.58
14271,INV-54778,PROD-6258,21,1.48,31.08
14272,INV-54779,PROD-6176,15,5.98,89.7
14273,INV-54779,PROD-6010,16,249.0,3948.13
14274,INV-54779,PROD-6083,15,21.98,329.7
14275,INV-54779,PROD-6147,15,1.18,17.7
14276,INV-54780,PROD-6135,17,5.98,101.66
14277,INV-54780,PROD-6041,19,29.99,563.48
14278,INV-54780,PROD-6093,17,24.98,424.66
14279,INV-54781,PROD-6255,3,24.98,74.94
14280,INV-54781,PROD-6088,3,59.98,179.94
14281,INV-54781,PROD-6190,3,11.98,35.94
14282,INV-54781,PROD-6016,4,129.0,410.9
14283,INV-54781,PROD-6141,3,4.98,14.94
14284,INV-54782,PROD-6115,11,299.0,2998.97
14285,INV-54782,PROD-6106,10,4.98,49.8
14286,INV-54782,PROD-6019,10,79.0,790.0
14287,INV-54782,PROD-6137,10,6.98,69.8
14288,INV-54783,PROD-6071,47,16.98,798.06
14289,INV-54783,PROD-6110,49,19.98,972.75
14290,INV-54783,PROD-6240,47,3.98,187.06
14291,INV-54784,PROD-6096,3,499.0,1136.71
14292,INV-54784,PROD-6027,2,69.0,138.0
14293,INV-54784,PROD-6067,2,3.98,7.96
14294,INV-54785,PROD-6206,34,16.98,577.32
14295,INV-54785,PROD-6083,35,21.98,757.2
14296,INV-54786,PROD-6098,14,199.0,2702.49
14297,INV-54786,PROD-6172,12,5.98,71.76
14298,INV-54786,PROD-6207,12,24.98,299.76
14299,INV-54786,PROD-6117,12,89.0,1068.0
14300,INV-54786,PROD-6146,12,1.48,17.76
14301,INV-54787,PROD-6002,24,119.0,2796.76
14302,INV-54788,PROD-6159,140,13.98,1957.12
14303,INV-54789,PROD-6224,48,39.98,1894.15
14304,INV-54789,PROD-6198,46,4.98,229.08
14305,INV-54789,PROD-6082,46,24.98,1149.08
14306,INV-54790,PROD-6232,3,5.98,17.94
14307,INV-54790,PROD-6179,3,2.48,7.44
14308,INV-54790,PROD-6145,3,0.88,2.64
14309,INV-54790,PROD-6271,3,8.98,26.94
14310,INV-54790,PROD-6114,5,249.0,999.72
14311,INV-54791,PROD-6180,161,3.48,560.28
14312,INV-54791,PROD-6185,162,7.48,1207.31
14313,INV-54792,PROD-6143,19,6.98,132.62
14314,INV-54792,PROD-6286,19,7.98,151.62
14315,INV-54792,PROD-6217,21,16.98,345.51
14316,INV-54793,PROD-6241,684,4.98,3402.87
14317,INV-54794,PROD-6272,90,11.98,1078.2
14318,INV-54794,PROD-6090,91,12.98,1179.67
14319,INV-54795,PROD-6092,7,39.98,261.83
14320,INV-54795,PROD-6223,6,24.98,149.88
14321,INV-54796,PROD-6141,43,4.98,214.14
14322,INV-54796,PROD-6248,43,0.88,37.84
14323,INV-54796,PROD-6248,43,0.88,37.84
14324,INV-54796,PROD-6255,45,24.98,1099.89
14325,INV-54797,PROD-6021,17,179.0,3026.35
14326,INV-54798,PROD-6115,6,299.0,1531.53
14327,INV-54798,PROD-6248,5,0.88,4.4
14328,INV-54798,PROD-6144,5,0.48,2.4
14329,INV-54799,PROD-6111,12,12.98,155.76
14330,INV-54799,PROD-6069,12,4.98,59.76
14331,INV-54799,PROD-6246,14,34.98,458.96
14332,INV-54799,PROD-6254,12,4.98,59.76
14333,INV-54799,PROD-6064,12,17.98,215.76
14334,INV-54800,PROD-6285,57,1.48,84.36
14335,INV-54800,PROD-6232,57,5.98,340.86
14336,INV-54800,PROD-6236,58,44.98,2587.75
14337,INV-54800,PROD-6185,57,7.48,426.36
14338,INV-54800,PROD-6252,57,0.48,27.36
14339,INV-54801,PROD-6122,15,8.98,134.7
14340,INV-54801,PROD-6048,17,69.0,1107.79
14341,INV-54801,PROD-6162,15,2.98,44.7
14342,INV-54801,PROD-6253,15,0.68,10.2
14343,INV-54801,PROD-6156,15,14.98,224.7
14344,INV-54802,PROD-6158,26,29.98,779.48
14345,INV-54802,PROD-6037,28,79.0,2138.01
14346,INV-54803,PROD-6181,922,3.98,3667.58
14347,INV-54804,PROD-6051,77,22.99,1756.21
14348,INV-54805,PROD-6288,7,5.98,41.86
14349,INV-54805,PROD-6103,8,249.0,1900.92
14350,INV-54806,PROD-6090,6,12.98,77.88
14351,INV-54806,PROD-6197,7,19.98,122.46
14352,INV-54807,PROD-6228,123,18.98,2319.79
14353,INV-54808,PROD-6288,80,5.98,478.4
14354,INV-54808,PROD-6282,80,5.98,478.4
14355,INV-54808,PROD-6201,81,6.98,564.66
14356,INV-54809,PROD-6219,9,14.98,134.82
14357,INV-54809,PROD-6114,10,249.0,2383.73
14358,INV-54809,PROD-6269,9,9.98,89.82
14359,INV-54809,PROD-6084,9,14.98,134.82
14360,INV-54809,PROD-6288,9,5.98,53.82
14361,INV-54810,PROD-6033,35,89.0,3074.65
14362,INV-54810,PROD-6214,34,4.98,169.32
14363,INV-54810,PROD-6043,34,19.99,679.66
14364,INV-54811,PROD-6220,132,21.98,2884.35
14365,INV-54812,PROD-6208,14,39.98,548.14
14366,INV-54812,PROD-6201,13,6.98,90.74
14367,INV-54812,PROD-6153,13,4.48,58.24
14368,INV-54813,PROD-6101,22,149.0,3200.66
14369,INV-54814,PROD-6098,10,199.0,1923.15
14370,INV-54814,PROD-6076,9,16.98,152.82
14371,INV-54814,PROD-6222,9,22.98,206.82
14372,INV-54814,PROD-6107,9,19.98,179.82
14373,INV-54815,PROD-6207,1,24.98,24.98
14374,INV-54815,PROD-6014,3,599.0,1325.96
14375,INV-54815,PROD-6117,1,89.0,89.0
14376,INV-54815,PROD-6102,1,169.0,169.0
14377,INV-54816,PROD-6264,71,34.98,2472.66
14378,INV-54817,PROD-6248,131,0.88,115.28
14379,INV-54817,PROD-6206,132,16.98,2224.46
14380,INV-54817,PROD-6288,131,5.98,783.38
14381,INV-54818,PROD-6024,7,89.0,623.0
14382,INV-54818,PROD-6210,7,69.98,489.86
14383,INV-54818,PROD-6160,8,99.0,759.3
14384,INV-54818,PROD-6004,7,79.0,553.0
14385,INV-54818,PROD-6074,7,5.98,41.86
14386,INV-54819,PROD-6275,10,8.98,89.8
14387,INV-54819,PROD-6242,10,6.48,64.8
14388,INV-54819,PROD-6293,10,49.0,490.0
14389,INV-54819,PROD-6244,10,12.98,129.8
14390,INV-54819,PROD-6002,11,119.0,1212.48
14391,INV-54820,PROD-6061,150,21.98,3293.49
14392,INV-54821,PROD-6029,34,39.0,1289.16
14393,INV-54822,PROD-6072,610,6.98,4251.29
14394,INV-54823,PROD-6255,124,24.98,3088.31
14395,INV-54824,PROD-6185,15,7.48,112.2
14396,INV-54824,PROD-6132,15,1.28,19.2
14397,INV-54824,PROD-6215,15,7.48,112.2
14398,INV-54824,PROD-6099,17,149.0,2391.88
14399,INV-54825,PROD-6021,4,179.0,596.44
14400,INV-54825,PROD-6190,3,11.98,35.94
14401,INV-54825,PROD-6232,3,5.98,17.94
14402,INV-54826,PROD-6149,8,1.78,14.24
14403,INV-54826,PROD-6097,9,299.0,2435.74
14404,INV-54827,PROD-6222,3,22.98,68.94
14405,INV-54827,PROD-6092,5,39.98,193.23
14406,INV-54827,PROD-6166,3,6.98,20.94
14407,INV-54827,PROD-6271,3,8.98,26.94
14408,INV-54828,PROD-6200,11,9.48,104.28
14409,INV-54828,PROD-6137,11,6.98,76.78
14410,INV-54828,PROD-6037,11,79.0,869.0
14411,INV-54828,PROD-6018,12,139.0,1536.5
14412,INV-54828,PROD-6284,11,14.98,164.78
14413,INV-54829,PROD-6031,19,149.0,2801.65
14414,INV-54829,PROD-6257,18,54.98,989.64
14415,INV-54829,PROD-6155,18,14.98,269.64
14416,INV-54829,PROD-6231,18,5.98,107.64
14417,INV-54830,PROD-6173,3,6.98,20.94
14418,INV-54830,PROD-6197,3,19.98,59.94
14419,INV-54830,PROD-6006,4,149.0,502.85
14420,INV-54830,PROD-6071,3,16.98,50.94
14421,INV-54830,PROD-6130,3,0.78,2.34
14422,INV-54831,PROD-6262,10,0.98,9.8
14423,INV-54831,PROD-6236,11,44.98,476.22
14424,INV-54831,PROD-6186,10,9.48,94.8
14425,INV-54832,PROD-6014,1,599.0,0.0
14426,INV-54832,PROD-6061,1,21.98,21.98
14427,INV-54832,PROD-6100,1,179.0,0.0
14428,INV-54832,PROD-6240,1,3.98,3.98
14429,INV-54832,PROD-6239,1,14.98,7.57
14430,INV-54833,PROD-6273,15,14.98,224.7
14431,INV-54833,PROD-6025,16,99.0,1533.73
14432,INV-54833,PROD-6248,15,0.88,13.2
14433,INV-54833,PROD-6133,15,4.98,74.7
14434,INV-54834,PROD-6243,4,9.98,39.92
14435,INV-54834,PROD-6248,4,0.88,3.52
14436,INV-54834,PROD-6139,4,4.98,19.92
14437,INV-54834,PROD-6060,4,24.98,99.92
14438,INV-54834,PROD-6030,5,199.0,923.49
14439,INV-54835,PROD-6263,115,1.48,170.2
14440,INV-54835,PROD-6193,117,15.98,1868.26
14441,INV-54835,PROD-6044,115,14.99,1723.85
14442,INV-54836,PROD-6071,93,16.98,1577.78
14443,INV-54837,PROD-6131,405,0.98,396.9
14444,INV-54837,PROD-6176,406,5.98,2426.41
14445,INV-54838,PROD-6028,10,79.0,778.8
14446,INV-54838,PROD-6162,9,2.98,26.82
14447,INV-54838,PROD-6027,9,69.0,621.0
14448,INV-54839,PROD-6171,20,12.98,259.6
14449,INV-54839,PROD-6204,20,22.98,459.6
14450,INV-54839,PROD-6264,21,34.98,718.52
14451,INV-54839,PROD-6259,20,2.48,49.6
14452,INV-54840,PROD-6151,29,1.28,36.01
14453,INV-54840,PROD-6248,27,0.88,23.76
14454,INV-54841,PROD-6127,55,5.98,328.9
14455,INV-54841,PROD-6075,56,22.98,1282.63
14456,INV-54842,PROD-6187,117,8.98,1050.66
14457,INV-54842,PROD-6216,119,9.98,1180.81
14458,INV-54843,PROD-6246,61,34.98,2121.11
14459,INV-54843,PROD-6184,60,5.98,358.8
14460,INV-54843,PROD-6286,60,7.98,478.8
14461,INV-54844,PROD-6262,127,0.98,124.46
14462,INV-54844,PROD-6128,127,6.98,886.46
14463,INV-54844,PROD-6128,127,6.98,886.46
14464,INV-54844,PROD-6050,129,15.99,2053.99
14465,INV-54845,PROD-6069,16,4.98,79.68
14466,INV-54845,PROD-6032,17,129.0,2192.9
14467,INV-54845,PROD-6284,16,14.98,239.68
14468,INV-54845,PROD-6083,16,21.98,351.68
14469,INV-54845,PROD-6132,16,1.28,20.48
14470,INV-54846,PROD-6054,8,129.0,927.3
14471,INV-54846,PROD-6197,7,19.98,139.86
14472,INV-54846,PROD-6135,7,5.98,41.86
14473,INV-54847,PROD-6248,2846,0.88,2503.87
14474,INV-54848,PROD-6191,19,14.98,284.62
14475,INV-54848,PROD-6264,21,34.98,704.16
14476,INV-54849,PROD-6209,5,49.98,249.9
14477,INV-54849,PROD-6214,5,4.98,24.9
14478,INV-54849,PROD-6098,7,199.0,1261.52
14479,INV-54849,PROD-6198,5,4.98,24.9
14480,INV-54849,PROD-6076,5,16.98,84.9
14481,INV-54850,PROD-6120,91,7.98,726.18
14482,INV-54850,PROD-6282,91,5.98,544.18
14483,INV-54850,PROD-6074,91,5.98,544.18
14484,INV-54850,PROD-6280,91,6.98,635.18
14485,INV-54850,PROD-6284,92,14.98,1367.19
14486,INV-54851,PROD-6059,3,199.0,474.49
14487,INV-54851,PROD-6107,2,19.98,39.96
14488,INV-54851,PROD-6002,2,119.0,238.0
14489,INV-54851,PROD-6228,2,18.98,37.96
14490,INV-54851,PROD-6164,2,3.98,7.96
14491,INV-54852,PROD-6293,1,49.0,49.0
14492,INV-54852,PROD-6201,1,6.98,6.98
14493,INV-54852,PROD-6291,1,249.0,96.13
14494,INV-54852,PROD-6018,1,139.0,139.0
14495,INV-54852,PROD-6043,1,19.99,19.99
14496,INV-54853,PROD-6116,1,24.98,24.98
14497,INV-54853,PROD-6235,1,29.98,6.2
14498,INV-54853,PROD-6050,1,15.99,15.99
14499,INV-54853,PROD-6292,1,119.0,0.0
14500,INV-54854,PROD-6283,95,4.48,421.87
14501,INV-54854,PROD-6161,93,3.48,323.64
14502,INV-54855,PROD-6171,2,12.98,25.96
14503,INV-54855,PROD-6018,2,139.0,278.0
14504,INV-54855,PROD-6047,2,54.98,109.96
14505,INV-54855,PROD-6222,2,22.98,45.96
14506,INV-54855,PROD-6058,3,169.0,469.16
14507,INV-54856,PROD-6240,7,3.98,27.86
14508,INV-54856,PROD-6028,7,79.0,553.0
14509,INV-54856,PROD-6132,7,1.28,8.96
14510,INV-54856,PROD-6007,8,139.0,979.28
14511,INV-54857,PROD-6059,18,199.0,3500.13
14512,INV-54857,PROD-6231,17,5.98,101.66
14513,INV-54858,PROD-6263,19,1.48,28.12
14514,INV-54858,PROD-6270,19,6.98,132.62
14515,INV-54858,PROD-6032,20,129.0,2542.45
14516,INV-54859,PROD-6088,22,59.98,1306.8
14517,INV-54859,PROD-6026,20,49.0,980.0
14518,INV-54860,PROD-6098,4,199.0,650.42
14519,INV-54860,PROD-6251,2,1.18,2.36
14520,INV-54860,PROD-6212,2,1.98,3.96
14521,INV-54860,PROD-6105,2,89.0,178.0
14522,INV-54860,PROD-6217,2,16.98,33.96
14523,INV-54861,PROD-6080,90,39.98,3567.8
14524,INV-54862,PROD-6020,41,69.0,2814.35
14525,INV-54862,PROD-6259,40,2.48,99.2
14526,INV-54863,PROD-6162,102,2.98,303.96
14527,INV-54863,PROD-6089,103,34.98,3574.96
14528,INV-54864,PROD-6198,139,4.98,692.22
14529,INV-54864,PROD-6130,139,0.78,108.42
14530,INV-54864,PROD-6228,140,18.98,2647.48
14531,INV-54864,PROD-6248,139,0.88,122.32
14532,INV-54865,PROD-6144,18,0.48,8.64
14533,INV-54865,PROD-6235,18,29.98,539.64
14534,INV-54865,PROD-6145,18,0.88,15.84
14535,INV-54865,PROD-6034,19,129.0,2405.43
14536,INV-54866,PROD-6132,267,1.28,341.12
14537,INV-54866,PROD-6248,266,0.88,234.08
14538,INV-54867,PROD-6247,144,0.68,97.92
14539,INV-54867,PROD-6073,144,2.48,357.12
14540,INV-54867,PROD-6130,144,0.78,112.32
14541,INV-54867,PROD-6194,146,24.98,3624.34
14542,INV-54868,PROD-6299,24,129.0,3035.08
14543,INV-54869,PROD-6162,9,2.98,26.82
14544,INV-54869,PROD-6167,9,11.98,107.82
14545,INV-54869,PROD-6032,11,129.0,1329.28
14546,INV-54869,PROD-6131,9,0.98,8.82
14547,INV-54869,PROD-6026,9,49.0,441.0
14548,INV-54870,PROD-6134,1,4.98,4.98
14549,INV-54870,PROD-6021,1,179.0,167.18
14550,INV-54870,PROD-6200,1,9.48,9.48
14551,INV-54871,PROD-6106,8,4.98,39.84
14552,INV-54871,PROD-6220,8,21.98,175.84
14553,INV-54871,PROD-6145,8,0.88,7.04
14554,INV-54871,PROD-6010,10,249.0,2262.65
14555,INV-54871,PROD-6183,8,6.48,51.84
14556,INV-54872,PROD-6001,19,129.0,2394.23
14557,INV-54872,PROD-6154,17,5.98,101.66
14558,INV-54872,PROD-6120,17,7.98,135.66
14559,INV-54872,PROD-6088,17,59.98,1019.66
14560,INV-54872,PROD-6231,17,5.98,101.66
14561,INV-54873,PROD-6254,73,4.98,363.54
14562,INV-54873,PROD-6270,74,6.98,510.03
14563,INV-54874,PROD-6199,30,7.48,224.4
14564,INV-54874,PROD-6029,31,39.0,1198.99
14565,INV-54874,PROD-6124,30,11.98,359.4
14566,INV-54875,PROD-6150,79,0.98,77.42
14567,INV-54875,PROD-6275,79,8.98,709.42
14568,INV-54875,PROD-6062,80,14.98,1183.8
14569,INV-54875,PROD-6190,79,11.98,946.42
14570,INV-54876,PROD-6171,6,12.98,77.88
14571,INV-54876,PROD-6147,6,1.18,7.08
14572,INV-54876,PROD-6290,7,199.0,1201.22
14573,INV-54877,PROD-6172,17,5.98,101.66
14574,INV-54877,PROD-6142,17,5.98,101.66
14575,INV-54877,PROD-6154,17,5.98,101.66
14576,INV-54877,PROD-6040,19,34.99,648.59
14577,INV-54877,PROD-6154,17,5.98,101.66
14578,INV-54878,PROD-6118,1,149.0,63.08
14579,INV-54878,PROD-6256,1,39.98,39.98
14580,INV-54879,PROD-6257,23,54.98,1230.18
14581,INV-54879,PROD-6207,22,24.98,549.56
14582,INV-54879,PROD-6229,22,14.98,329.56
14583,INV-54880,PROD-6007,3,139.0,404.36
14584,INV-54880,PROD-6066,2,3.98,7.96
14585,INV-54880,PROD-6160,2,99.0,198.0
14586,INV-54880,PROD-6141,2,4.98,9.96
14587,INV-54880,PROD-6147,2,1.18,2.36
14588,INV-54881,PROD-6201,27,6.98,188.46
14589,INV-54881,PROD-6208,28,39.98,1115.72
14590,INV-54881,PROD-6107,27,19.98,539.46
14591,INV-54881,PROD-6261,27,4.48,120.96
14592,INV-54882,PROD-6147,23,1.18,27.14
14593,INV-54882,PROD-6198,23,4.98,114.54
14594,INV-54882,PROD-6084,25,14.98,362.76
14595,INV-54883,PROD-6248,44,0.88,38.72
14596,INV-54883,PROD-6037,45,79.0,3514.62
14597,INV-54883,PROD-6112,44,19.98,879.12
14598,INV-54884,PROD-6123,21,9.98,209.58
14599,INV-54884,PROD-6197,23,19.98,456.72
14600,INV-54884,PROD-6069,21,4.98,104.58
14601,INV-54884,PROD-6288,21,5.98,125.58
14602,INV-54885,PROD-6026,71,49.0,3433.38
14603,INV-54886,PROD-6157,16,129.0,2051.08
14604,INV-54886,PROD-6255,15,24.98,374.7
14605,INV-54886,PROD-6019,15,79.0,1185.0
14606,INV-54886,PROD-6070,15,8.98,134.7
14607,INV-54886,PROD-6076,15,16.98,254.7
14608,INV-54887,PROD-6255,18,24.98,449.64
14609,INV-54887,PROD-6118,19,149.0,2697.14
14610,INV-54887,PROD-6164,18,3.98,71.64
14611,INV-54887,PROD-6232,18,5.98,107.64
14612,INV-54888,PROD-6024,23,89.0,1980.2
14613,INV-54888,PROD-6227,22,12.98,285.56
14614,INV-54888,PROD-6132,22,1.28,28.16
14615,INV-54888,PROD-6215,22,7.48,164.56
14616,INV-54888,PROD-6200,22,9.48,208.56
14617,INV-54889,PROD-6225,6,8.98,53.88
14618,INV-54889,PROD-6213,6,2.48,14.88
14619,INV-54889,PROD-6114,7,249.0,1606.34
14620,INV-54890,PROD-6294,13,99.0,1239.03
14621,INV-54890,PROD-6020,12,69.0,828.0
14622,INV-54890,PROD-6180,12,3.48,41.76
14623,INV-54890,PROD-6141,12,4.98,59.76
14624,INV-54890,PROD-6072,12,6.98,83.76
14625,INV-54891,PROD-6032,23,129.0,2856.67
14626,INV-54891,PROD-6267,22,54.98,1209.56
