line_item_id,invoice_id,product_id,quantity,unit_price,discount,total_amount
LI-113321,INV-54439,PROD-6236,1,388.16,0.0,388.16
LI-113322,INV-54440,PROD-6062,2,333.48,0.0,666.97
LI-113323,INV-54441,PROD-6169,3,490.85,0.0,1472.55
LI-113324,INV-54441,PROD-6036,3,488.67,25.0,1441.02
LI-113325,INV-54442,PROD-6027,1,270.33,0.0,270.33
LI-113326,INV-54442,PROD-6232,2,467.74,0.0,935.48
LI-113327,INV-54442,PROD-6098,2,196.29,0.0,392.58
LI-113328,INV-54442,PROD-6014,3,395.77,0.0,1187.32
LI-113329,INV-54443,PROD-6272,3,83.71,0.0,251.13
LI-113330,INV-54443,PROD-6094,1,493.73,0.0,493.73
LI-113331,INV-54443,PROD-6034,3,148.23,0.0,444.68
LI-113332,INV-54443,PROD-6024,36,254.58,0.0,9164.92
LI-113333,INV-54443,PROD-6245,3,176.63,0.0,529.88
LI-113334,INV-54444,PROD-6226,2,234.48,5.0,463.96
LI-113335,INV-54444,PROD-6096,2,314.0,0.0,628.01
LI-113336,INV-54444,PROD-6118,3,248.79,0.0,746.37
LI-113337,INV-54444,PROD-6012,2,212.9,25.0,400.79
LI-113338,INV-54445,PROD-6063,3,485.59,0.0,1456.78
LI-113339,INV-54445,PROD-6124,2,20.14,0.0,40.27
LI-113340,INV-54445,PROD-6080,1,231.07,0.0,231.07
LI-113341,INV-54445,PROD-6131,2,71.95,0.0,143.89
LI-113342,INV-54446,PROD-6132,2,123.69,0.0,247.39
LI-113343,INV-54447,PROD-6266,2,248.65,25.0,472.29
LI-113344,INV-54447,PROD-6145,3,422.3,0.0,1266.9
LI-113345,INV-54447,PROD-6245,1,385.82,0.0,385.82
LI-113346,INV-54447,PROD-6048,2,394.66,0.0,789.32
LI-113347,INV-54448,PROD-6276,2,296.37,5.0,587.75
LI-113348,INV-54448,PROD-6133,3,277.64,0.0,832.92
LI-113349,INV-54448,PROD-6180,2,206.23,0.0,412.47
LI-113350,INV-54448,PROD-6235,1,337.77,0.0,337.77
LI-113351,INV-54449,PROD-6161,3,51.88,0.0,155.63
LI-113352,INV-54450,PROD-6146,2,338.59,0.0,677.19
LI-113353,INV-54450,PROD-6110,2,123.74,0.0,247.48
LI-113354,INV-54450,PROD-6102,1,479.97,0.0,479.97
LI-113355,INV-54450,PROD-6199,1,52.86,0.0,52.86
LI-113356,INV-54450,PROD-6252,3,372.95,0.0,1118.84
LI-113357,INV-54451,PROD-6219,3,135.02,0.0,405.06
LI-113358,INV-54451,PROD-6271,2,35.47,0.0,70.95
LI-113359,INV-54451,PROD-6144,2,236.21,0.0,472.41
LI-113360,INV-54452,PROD-6186,2,43.62,0.0,87.25
LI-113361,INV-54452,PROD-6032,2,292.1,25.0,559.21
LI-113362,INV-54452,PROD-6013,2,61.65,0.0,123.3
LI-113363,INV-54452,PROD-6027,1,204.6,0.0,204.6
LI-113364,INV-54453,PROD-6024,27,465.71,25.0,12549.08
LI-113365,INV-54453,PROD-6015,6,278.87,10.0,1663.2
LI-113366,INV-54453,PROD-6074,2,207.54,5.0,410.08
LI-113367,INV-54453,PROD-6165,3,333.52,25.0,975.55
LI-113368,INV-54453,PROD-6005,2,464.3,10.0,918.61
LI-113369,INV-54454,PROD-6049,3,72.83,0.0,218.48
LI-113370,INV-54455,PROD-6234,2,310.09,0.0,620.17
LI-113371,INV-54455,PROD-6111,3,137.09,10.0,401.26
LI-113372,INV-54455,PROD-6084,1,284.23,0.0,284.23
LI-113373,INV-54455,PROD-6146,2,91.33,25.0,157.66
LI-113374,INV-54456,PROD-6123,3,412.36,0.0,1237.07
LI-113375,INV-54456,PROD-6163,3,257.84,0.0,773.53
LI-113376,INV-54456,PROD-6101,2,461.39,5.0,917.79
LI-113377,INV-54456,PROD-6135,3,488.13,25.0,1439.39
LI-113378,INV-54457,PROD-6082,2,476.92,0.0,953.84
LI-113379,INV-54457,PROD-6200,3,33.8,0.0,101.4
LI-113380,INV-54457,PROD-6135,3,216.44,10.0,639.33
LI-113381,INV-54457,PROD-6184,2,210.45,25.0,395.9
LI-113382,INV-54458,PROD-6266,3,56.84,0.0,170.53
LI-113383,INV-54458,PROD-6221,3,37.28,0.0,111.84
LI-113384,INV-54459,PROD-6196,1,303.27,10.0,293.27
LI-113385,INV-54459,PROD-6188,1,139.15,0.0,139.15
LI-113386,INV-54459,PROD-6271,3,378.7,5.0,1131.1
LI-113387,INV-54459,PROD-6072,1,92.86,0.0,92.86
LI-113388,INV-54460,PROD-6007,3,352.1,0.0,1056.3
LI-113389,INV-54460,PROD-6216,3,412.47,25.0,1212.42
LI-113390,INV-54460,PROD-6187,1,417.44,5.0,412.44
LI-113391,INV-54460,PROD-6012,1,408.7,10.0,398.7
LI-113392,INV-54460,PROD-6129,1,190.74,25.0,165.74
LI-113393,INV-54461,PROD-6214,2,119.63,25.0,214.26
LI-113394,INV-54461,PROD-6253,1,112.35,5.0,107.35
LI-113395,INV-54462,PROD-6215,3,452.38,0.0,1357.14
LI-113396,INV-54462,PROD-6059,2,160.68,0.0,321.37
LI-113397,INV-54462,PROD-6127,3,478.49,0.0,1435.46
LI-113398,INV-54463,PROD-6120,2,188.27,0.0,376.54
LI-113399,INV-54463,PROD-6232,1,70.65,0.0,70.65
LI-113400,INV-54463,PROD-6000,1,315.82,0.0,315.82
LI-113401,INV-54463,PROD-6001,2,307.83,0.0,615.65
LI-113402,INV-54463,PROD-6067,1,51.36,25.0,26.36
LI-113403,INV-54464,PROD-6154,2,231.16,0.0,462.33
LI-113404,INV-54464,PROD-6254,3,236.74,0.0,710.22
LI-113405,INV-54464,PROD-6153,3,89.47,5.0,263.42
LI-113406,INV-54464,PROD-6230,1,142.55,0.0,142.55
LI-113407,INV-54464,PROD-6011,2,232.16,5.0,459.31
LI-113408,INV-54465,PROD-6100,1,372.08,5.0,367.08
LI-113409,INV-54465,PROD-6186,3,163.87,0.0,491.61
LI-113410,INV-54465,PROD-6212,3,200.96,10.0,592.87
LI-113411,INV-54466,PROD-6161,2,456.88,0.0,913.77
LI-113412,INV-54466,PROD-6038,3,147.97,0.0,443.9
LI-113413,INV-54466,PROD-6066,3,44.16,0.0,132.47
LI-113414,INV-54466,PROD-6061,3,139.5,0.0,418.49
LI-113415,INV-54466,PROD-6013,2,379.63,25.0,734.26
LI-113416,INV-54467,PROD-6006,1,157.77,10.0,147.77
LI-113417,INV-54467,PROD-6112,2,133.24,0.0,266.49
LI-113418,INV-54468,PROD-6137,2,190.73,10.0,371.46
LI-113419,INV-54468,PROD-6227,1,317.28,0.0,317.28
LI-113420,INV-54468,PROD-6109,1,400.23,0.0,400.23
LI-113421,INV-54469,PROD-6239,1,150.07,5.0,145.07
LI-113422,INV-54469,PROD-6014,2,183.76,0.0,367.52
LI-113423,INV-54469,PROD-6075,2,487.66,0.0,975.31
LI-113424,INV-54469,PROD-6146,1,209.7,0.0,209.7
LI-113425,INV-54469,PROD-6262,1,341.77,5.0,336.77
LI-113426,INV-54470,PROD-6194,3,212.47,0.0,637.4
LI-113427,INV-54470,PROD-6134,1,499.25,0.0,499.25
LI-113428,INV-54470,PROD-6261,2,100.76,0.0,201.52
LI-113429,INV-54471,PROD-6208,2,88.04,5.0,171.07
LI-113430,INV-54471,PROD-6005,3,306.57,10.0,909.7
LI-113431,INV-54472,PROD-6039,1,400.72,10.0,390.72
LI-113432,INV-54472,PROD-6104,2,153.55,0.0,307.09
LI-113433,INV-54472,PROD-6112,1,308.52,25.0,283.52
LI-113434,INV-54472,PROD-6144,1,275.46,0.0,275.46
LI-113435,INV-54472,PROD-6123,3,322.92,5.0,963.75
LI-113436,INV-54473,PROD-6279,2,45.11,10.0,80.22
LI-113437,INV-54474,PROD-6011,3,241.28,0.0,723.84
LI-113438,INV-54474,PROD-6236,2,268.03,0.0,536.06
LI-113439,INV-54474,PROD-6019,34,6.77,5.0,225.27
LI-113440,INV-54474,PROD-6201,3,443.79,0.0,1331.38
LI-113441,INV-54475,PROD-6134,1,373.1,25.0,348.1
LI-113442,INV-54476,PROD-6263,2,142.75,10.0,275.51
LI-113443,INV-54476,PROD-6182,2,420.48,5.0,835.95
LI-113444,INV-54477,PROD-6205,1,289.85,0.0,289.85
LI-113445,INV-54477,PROD-6140,3,133.65,0.0,400.95
LI-113446,INV-54478,PROD-6223,1,39.11,0.0,39.11
LI-113447,INV-54479,PROD-6098,3,393.75,0.0,1181.25
LI-113448,INV-54479,PROD-6116,2,249.16,25.0,473.31
LI-113449,INV-54479,PROD-6158,1,389.35,0.0,389.35
LI-113450,INV-54479,PROD-6267,3,272.21,0.0,816.62
LI-113451,INV-54479,PROD-6056,2,361.57,0.0,723.14
LI-113452,INV-54480,PROD-6198,1,77.78,10.0,67.78
LI-113453,INV-54480,PROD-6267,2,496.68,25.0,968.36
LI-113454,INV-54480,PROD-6207,2,163.21,0.0,326.42
LI-113455,INV-54480,PROD-6091,1,92.75,0.0,92.75
LI-113456,INV-54480,PROD-6269,2,438.88,10.0,867.77
LI-113457,INV-54481,PROD-6235,3,51.74,5.0,150.21
LI-113458,INV-54481,PROD-6092,2,294.16,10.0,578.32
LI-113459,INV-54481,PROD-6163,3,417.33,0.0,1251.98
LI-113460,INV-54482,PROD-6074,2,395.77,0.0,791.53
LI-113461,INV-54482,PROD-6142,2,325.6,10.0,641.19
LI-113462,INV-54482,PROD-6242,2,330.28,0.0,660.55
LI-113463,INV-54483,PROD-6006,2,335.85,25.0,646.69
LI-113464,INV-54483,PROD-6166,1,10.42,5.0,5.42
LI-113465,INV-54484,PROD-6074,3,270.58,0.0,811.73
LI-113466,INV-54484,PROD-6105,2,292.61,0.0,585.21
LI-113467,INV-54485,PROD-6170,1,136.85,10.0,126.85
LI-113468,INV-54485,PROD-6133,1,335.67,10.0,325.67
LI-113469,INV-54485,PROD-6011,1,143.46,10.0,133.46
LI-113470,INV-54485,PROD-6090,1,274.64,0.0,274.64
LI-113471,INV-54485,PROD-6061,2,429.99,0.0,859.98
LI-113472,INV-54486,PROD-6001,2,480.2,0.0,960.4
LI-113473,INV-54487,PROD-6120,1,122.82,0.0,122.82
LI-113474,INV-54487,PROD-6179,2,119.34,25.0,213.67
LI-113475,INV-54487,PROD-6205,1,476.4,0.0,476.4
LI-113476,INV-54487,PROD-6130,3,25.98,0.0,77.93
LI-113477,INV-54488,PROD-6145,1,210.26,25.0,185.26
LI-113478,INV-54488,PROD-6272,2,422.61,25.0,820.22
LI-113479,INV-54488,PROD-6240,3,73.99,0.0,221.97
LI-113480,INV-54488,PROD-6244,3,91.08,0.0,273.23
LI-113481,INV-54488,PROD-6071,1,329.45,10.0,319.45
LI-113482,INV-54489,PROD-6073,3,145.43,10.0,426.28
LI-113483,INV-54489,PROD-6014,2,457.48,10.0,904.95
LI-113484,INV-54490,PROD-6228,3,454.56,0.0,1363.67
LI-113485,INV-54490,PROD-6072,2,185.14,0.0,370.28
LI-113486,INV-54490,PROD-6239,1,50.5,0.0,50.5
LI-113487,INV-54490,PROD-6108,3,422.26,0.0,1266.79
LI-113488,INV-54490,PROD-6241,3,390.67,5.0,1167.01
LI-113489,INV-54491,PROD-6140,3,336.33,0.0,1008.99
LI-113490,INV-54491,PROD-6096,1,397.5,0.0,397.5
LI-113491,INV-54491,PROD-6193,1,322.36,0.0,322.36
LI-113492,INV-54491,PROD-6113,2,305.95,0.0,611.9
LI-113493,INV-54491,PROD-6059,2,195.71,0.0,391.42
LI-113494,INV-54492,PROD-6244,2,226.05,5.0,447.11
LI-113495,INV-54492,PROD-6094,1,45.51,10.0,35.51
LI-113496,INV-54493,PROD-6139,3,346.9,0.0,1040.71
LI-113497,INV-54494,PROD-6117,1,494.4,0.0,494.4
LI-113498,INV-54494,PROD-6134,3,220.77,25.0,637.31
LI-113499,INV-54494,PROD-6229,2,303.55,10.0,597.1
LI-113500,INV-54494,PROD-6021,16,216.68,5.0,3461.89
LI-113501,INV-54494,PROD-6035,2,371.24,0.0,742.49
LI-113502,INV-54495,PROD-6096,2,413.77,0.0,827.55
LI-113503,INV-54495,PROD-6261,2,162.34,0.0,324.67
LI-113504,INV-54495,PROD-6058,2,207.86,5.0,410.72
LI-113505,INV-54495,PROD-6118,1,425.06,25.0,400.06
LI-113506,INV-54495,PROD-6038,1,316.87,10.0,306.87
LI-113507,INV-54496,PROD-6212,3,461.75,25.0,1360.24
LI-113508,INV-54497,PROD-6147,2,195.02,0.0,390.04
LI-113509,INV-54497,PROD-6190,1,134.42,0.0,134.42
LI-113510,INV-54497,PROD-6001,2,430.03,10.0,850.05
LI-113511,INV-54497,PROD-6090,3,493.8,10.0,1471.4
LI-113512,INV-54497,PROD-6183,2,33.87,25.0,42.73
LI-113513,INV-54498,PROD-6060,1,472.83,0.0,472.83
LI-113514,INV-54498,PROD-6177,3,483.08,25.0,1424.25
LI-113515,INV-54498,PROD-6066,2,131.37,0.0,262.74
LI-113516,INV-54498,PROD-6179,1,201.67,0.0,201.67
LI-113517,INV-54498,PROD-6065,2,466.38,0.0,932.75
LI-113518,INV-54499,PROD-6044,3,498.15,0.0,1494.44
LI-113519,INV-54499,PROD-6184,2,27.35,0.0,54.71
LI-113520,INV-54499,PROD-6104,3,49.37,10.0,138.1
LI-113521,INV-54499,PROD-6276,2,460.41,0.0,920.82
LI-113522,INV-54499,PROD-6178,3,404.97,0.0,1214.92
LI-113523,INV-54500,PROD-6048,3,478.83,0.0,1436.5
LI-113524,INV-54500,PROD-6127,2,236.11,5.0,467.22
LI-113525,INV-54500,PROD-6136,3,268.16,0.0,804.49
LI-113526,INV-54500,PROD-6252,1,132.83,0.0,132.83
LI-113527,INV-54500,PROD-6277,3,395.14,0.0,1185.41
LI-113528,INV-54501,PROD-6062,1,221.76,5.0,216.76
LI-113529,INV-54501,PROD-6166,3,195.23,0.0,585.69
LI-113530,INV-54502,PROD-6075,1,138.5,0.0,138.5
LI-113531,INV-54502,PROD-6177,1,53.47,0.0,53.47
LI-113532,INV-54502,PROD-6100,3,47.89,0.0,143.66
LI-113533,INV-54502,PROD-6019,21,109.63,25.0,2277.14
LI-113534,INV-54502,PROD-6120,3,277.56,0.0,832.67
LI-113535,INV-54503,PROD-6150,2,54.66,0.0,109.32
LI-113536,INV-54503,PROD-6151,1,492.94,25.0,467.94
LI-113537,INV-54503,PROD-6046,2,175.61,25.0,326.23
LI-113538,INV-54504,PROD-6053,2,132.89,5.0,260.79
LI-113539,INV-54505,PROD-6051,3,375.75,0.0,1127.24
LI-113540,INV-54506,PROD-6146,1,21.18,0.0,21.18
LI-113541,INV-54506,PROD-6257,1,327.19,0.0,327.19
LI-113542,INV-54507,PROD-6113,3,183.83,10.0,541.49
LI-113543,INV-54507,PROD-6163,1,423.44,0.0,423.44
LI-113544,INV-54508,PROD-6051,3,119.9,0.0,359.7
LI-113545,INV-54508,PROD-6074,1,304.78,10.0,294.78
LI-113546,INV-54509,PROD-6189,2,61.1,25.0,97.2
LI-113547,INV-54509,PROD-6262,3,31.53,5.0,89.59
LI-113548,INV-54510,PROD-6017,29,29.84,0.0,865.29
LI-113549,INV-54510,PROD-6128,3,29.19,0.0,87.56
LI-113550,INV-54510,PROD-6207,2,299.03,0.0,598.06
LI-113551,INV-54511,PROD-6064,2,182.28,0.0,364.55
LI-113552,INV-54512,PROD-6129,3,324.73,25.0,949.19
LI-113553,INV-54512,PROD-6227,2,331.55,10.0,653.1
LI-113554,INV-54513,PROD-6274,3,116.76,10.0,340.27
LI-113555,INV-54514,PROD-6196,3,93.95,0.0,281.86
LI-113556,INV-54514,PROD-6132,1,52.22,0.0,52.22
LI-113557,INV-54514,PROD-6194,2,31.99,0.0,63.98
LI-113558,INV-54514,PROD-6238,2,384.32,0.0,768.65
LI-113559,INV-54514,PROD-6215,1,140.67,25.0,115.67
LI-113560,INV-54515,PROD-6167,2,246.51,5.0,488.02
LI-113561,INV-54515,PROD-6046,2,46.91,10.0,83.82
LI-113562,INV-54516,PROD-6027,2,13.78,0.0,27.55
LI-113563,INV-54516,PROD-6215,1,336.16,0.0,336.16
LI-113564,INV-54516,PROD-6055,1,432.72,0.0,432.72
LI-113565,INV-54517,PROD-6032,2,235.1,10.0,460.2
LI-113566,INV-54517,PROD-6006,2,290.72,0.0,581.45
LI-113567,INV-54518,PROD-6032,1,315.77,5.0,310.77
LI-113568,INV-54518,PROD-6189,3,336.21,0.0,1008.62
LI-113569,INV-54518,PROD-6152,1,56.34,0.0,56.34
LI-113570,INV-54518,PROD-6101,1,18.03,0.0,18.03
LI-113571,INV-54518,PROD-6265,1,36.25,5.0,31.25
LI-113572,INV-54519,PROD-6180,3,404.77,0.0,1214.3
LI-113573,INV-54520,PROD-6006,1,304.01,5.0,299.01
LI-113574,INV-54520,PROD-6258,3,465.49,0.0,1396.48
LI-113575,INV-54520,PROD-6244,2,84.77,0.0,169.54
LI-113576,INV-54520,PROD-6142,3,249.85,0.0,749.55
LI-113577,INV-54521,PROD-6112,2,100.82,10.0,191.65
LI-113578,INV-54521,PROD-6249,3,407.78,25.0,1198.35
LI-113579,INV-54522,PROD-6139,1,225.37,25.0,200.37
LI-113580,INV-54522,PROD-6233,2,69.35,0.0,138.71
LI-113581,INV-54522,PROD-6032,2,300.89,0.0,601.78
LI-113582,INV-54522,PROD-6068,2,102.63,25.0,180.25
LI-113583,INV-54522,PROD-6164,2,462.82,0.0,925.65
LI-113584,INV-54523,PROD-6051,3,123.16,0.0,369.49
LI-113585,INV-54523,PROD-6269,3,246.63,25.0,714.9
LI-113586,INV-54523,PROD-6273,1,26.99,0.0,26.99
LI-113587,INV-54524,PROD-6257,3,243.92,25.0,706.77
LI-113588,INV-54524,PROD-6099,2,251.31,0.0,502.62
LI-113589,INV-54525,PROD-6094,1,173.15,0.0,173.15
LI-113590,INV-54525,PROD-6026,3,282.39,0.0,847.18
LI-113591,INV-54525,PROD-6042,1,230.26,10.0,220.26
LI-113592,INV-54525,PROD-6197,2,384.0,0.0,768.01
LI-113593,INV-54525,PROD-6052,2,173.97,0.0,347.94
LI-113594,INV-54526,PROD-6262,2,22.17,0.0,44.34
LI-113595,INV-54526,PROD-6005,1,417.42,25.0,392.42
LI-113596,INV-54526,PROD-6243,2,269.83,0.0,539.65
LI-113597,INV-54526,PROD-6233,3,152.69,0.0,458.08
LI-113598,INV-54526,PROD-6053,2,90.91,0.0,181.82
LI-113599,INV-54527,PROD-6246,3,361.84,0.0,1085.52
LI-113600,INV-54527,PROD-6116,1,371.59,0.0,371.59
LI-113601,INV-54527,PROD-6086,3,129.48,0.0,388.43
LI-113602,INV-54528,PROD-6149,1,31.23,0.0,31.23
LI-113603,INV-54528,PROD-6193,3,213.49,0.0,640.48
LI-113604,INV-54528,PROD-6137,1,245.18,25.0,220.18
LI-113605,INV-54528,PROD-6118,1,291.41,0.0,291.41
LI-113606,INV-54529,PROD-6271,1,399.76,0.0,399.76
LI-113607,INV-54529,PROD-6278,1,317.14,25.0,292.14
LI-113608,INV-54529,PROD-6160,3,405.97,0.0,1217.9
LI-113609,INV-54530,PROD-6127,1,102.72,25.0,77.72
LI-113610,INV-54530,PROD-6187,3,38.12,0.0,114.37
LI-113611,INV-54530,PROD-6271,2,134.1,0.0,268.19
LI-113612,INV-54530,PROD-6262,2,356.13,0.0,712.26
LI-113613,INV-54531,PROD-6080,3,359.97,5.0,1074.9
LI-113614,INV-54531,PROD-6096,1,402.0,10.0,392.0
LI-113615,INV-54532,PROD-6193,2,194.49,0.0,388.99
LI-113616,INV-54532,PROD-6279,1,190.15,0.0,190.15
LI-113617,INV-54533,PROD-6171,1,404.77,0.0,404.77
LI-113618,INV-54534,PROD-6189,3,404.48,10.0,1203.44
LI-113619,INV-54535,PROD-6046,2,280.89,0.0,561.78
LI-113620,INV-54535,PROD-6141,1,235.99,0.0,235.99
LI-113621,INV-54536,PROD-6088,2,460.56,0.0,921.13
LI-113622,INV-54537,PROD-6087,3,127.53,0.0,382.59
LI-113623,INV-54538,PROD-6239,3,432.64,0.0,1297.92
LI-113624,INV-54538,PROD-6194,1,411.77,0.0,411.77
LI-113625,INV-54538,PROD-6273,1,157.86,0.0,157.86
LI-113626,INV-54539,PROD-6220,1,419.04,0.0,419.04
LI-113627,INV-54539,PROD-6063,3,473.29,25.0,1394.86
LI-113628,INV-54539,PROD-6032,3,115.61,0.0,346.82
LI-113629,INV-54539,PROD-6003,2,348.38,10.0,686.76
LI-113630,INV-54540,PROD-6151,1,137.79,0.0,137.79
LI-113631,INV-54540,PROD-6232,2,455.08,25.0,885.15
LI-113632,INV-54541,PROD-6064,1,86.93,25.0,61.93
LI-113633,INV-54542,PROD-6183,2,174.23,0.0,348.46
LI-113634,INV-54542,PROD-6182,2,153.5,0.0,307.01
LI-113635,INV-54543,PROD-6037,1,265.08,25.0,240.08
LI-113636,INV-54543,PROD-6157,3,251.2,0.0,753.61
LI-113637,INV-54544,PROD-6237,2,235.32,0.0,470.64
LI-113638,INV-54545,PROD-6006,1,431.04,0.0,431.04
LI-113639,INV-54545,PROD-6242,1,129.58,0.0,129.58
LI-113640,INV-54545,PROD-6182,3,81.85,0.0,245.54
LI-113641,INV-54545,PROD-6072,2,283.05,0.0,566.09
LI-113642,INV-54545,PROD-6143,3,101.31,0.0,303.93
LI-113643,INV-54546,PROD-6261,2,420.01,0.0,840.02
LI-113644,INV-54547,PROD-6054,1,280.59,0.0,280.59
LI-113645,INV-54547,PROD-6128,2,172.06,5.0,339.11
LI-113646,INV-54547,PROD-6149,3,276.32,0.0,828.95
LI-113647,INV-54548,PROD-6267,1,20.23,25.0,-4.77
LI-113648,INV-54548,PROD-6106,3,98.49,5.0,290.47
LI-113649,INV-54548,PROD-6245,3,270.78,25.0,787.33
LI-113650,INV-54548,PROD-6274,2,418.39,0.0,836.79
LI-113651,INV-54548,PROD-6073,1,78.63,0.0,78.63
LI-113652,INV-54549,PROD-6125,2,443.99,0.0,887.97
LI-113653,INV-54549,PROD-6153,3,419.06,0.0,1257.18
LI-113654,INV-54549,PROD-6276,2,378.33,0.0,756.66
LI-113655,INV-54549,PROD-6053,2,268.65,5.0,532.29
LI-113656,INV-54550,PROD-6080,1,8.42,0.0,8.42
LI-113657,INV-54551,PROD-6078,3,486.74,0.0,1460.22
LI-113658,INV-54552,PROD-6118,3,172.79,0.0,518.38
LI-113659,INV-54552,PROD-6070,3,473.66,0.0,1420.99
LI-113660,INV-54552,PROD-6252,2,125.23,0.0,250.46
LI-113661,INV-54553,PROD-6268,3,446.95,0.0,1340.85
LI-113662,INV-54553,PROD-6251,1,342.75,0.0,342.75
LI-113663,INV-54553,PROD-6191,2,353.3,10.0,696.59
LI-113664,INV-54553,PROD-6149,3,47.78,0.0,143.33
LI-113665,INV-54554,PROD-6125,1,117.9,0.0,117.9
LI-113666,INV-54554,PROD-6038,3,479.12,5.0,1432.37
LI-113667,INV-54554,PROD-6164,2,244.89,25.0,464.78
LI-113668,INV-54555,PROD-6135,1,480.86,25.0,455.86
LI-113669,INV-54555,PROD-6006,2,463.26,0.0,926.53
LI-113670,INV-54556,PROD-6019,36,45.85,0.0,1650.76
LI-113671,INV-54557,PROD-6112,2,346.24,10.0,682.48
LI-113672,INV-54557,PROD-6253,2,361.28,0.0,722.55
LI-113673,INV-54558,PROD-6138,3,265.96,0.0,797.89
LI-113674,INV-54558,PROD-6189,1,254.34,5.0,249.34
LI-113675,INV-54558,PROD-6075,2,394.23,0.0,788.46
LI-113676,INV-54559,PROD-6246,1,128.97,0.0,128.97
LI-113677,INV-54559,PROD-6050,1,493.66,5.0,488.66
LI-113678,INV-54559,PROD-6058,2,430.09,0.0,860.17
LI-113679,INV-54559,PROD-6148,2,448.6,10.0,887.2
LI-113680,INV-54559,PROD-6140,2,360.31,25.0,695.61
LI-113681,INV-54560,PROD-6209,2,281.83,10.0,553.66
LI-113682,INV-54560,PROD-6253,2,265.12,0.0,530.24
LI-113683,INV-54560,PROD-6078,3,364.25,0.0,1092.76
LI-113684,INV-54561,PROD-6297,3,329.96,25.0,964.87
LI-113685,INV-54561,PROD-6016,40,122.99,10.0,4909.7
LI-113686,INV-54562,PROD-6035,1,417.75,5.0,412.75
LI-113687,INV-54562,PROD-6092,1,64.8,0.0,64.8
LI-113688,INV-54562,PROD-6139,3,245.29,25.0,710.86
LI-113689,INV-54563,PROD-6265,2,32.23,10.0,54.46
LI-113690,INV-54563,PROD-6236,1,49.43,0.0,49.43
LI-113691,INV-54563,PROD-6062,1,457.77,25.0,432.77
LI-113692,INV-54563,PROD-6074,1,75.46,5.0,70.46
LI-113693,INV-54563,PROD-6227,1,204.64,0.0,204.64
LI-113694,INV-54564,PROD-6083,3,11.39,10.0,24.18
LI-113695,INV-54564,PROD-6033,1,493.32,25.0,468.32
LI-113696,INV-54565,PROD-6073,2,31.59,5.0,58.18
LI-113697,INV-54565,PROD-6205,1,487.66,0.0,487.66
LI-113698,INV-54565,PROD-6097,2,52.78,5.0,100.56
LI-113699,INV-54566,PROD-6244,2,309.99,5.0,614.97
LI-113700,INV-54566,PROD-6251,1,252.26,5.0,247.26
LI-113701,INV-54566,PROD-6018,49,435.26,25.0,21302.86
LI-113702,INV-54567,PROD-6029,1,348.58,0.0,348.58
LI-113703,INV-54567,PROD-6068,2,172.95,0.0,345.9
LI-113704,INV-54568,PROD-6058,2,495.93,25.0,966.86
LI-113705,INV-54568,PROD-6116,3,497.68,0.0,1493.05
LI-113706,INV-54569,PROD-6103,1,301.09,10.0,291.09
LI-113707,INV-54569,PROD-6070,1,307.84,0.0,307.84
LI-113708,INV-54569,PROD-6000,1,458.67,0.0,458.67
LI-113709,INV-54569,PROD-6020,43,357.3,0.0,15363.79
LI-113710,INV-54570,PROD-6135,3,81.06,10.0,233.17
LI-113711,INV-54571,PROD-6108,3,269.77,25.0,784.3
LI-113712,INV-54572,PROD-6041,1,355.79,10.0,345.79
LI-113713,INV-54572,PROD-6007,2,35.52,0.0,71.03
LI-113714,INV-54573,PROD-6198,2,358.48,0.0,716.96
LI-113715,INV-54574,PROD-6103,3,71.97,25.0,190.91
LI-113716,INV-54574,PROD-6126,3,191.27,0.0,573.81
LI-113717,INV-54574,PROD-6024,24,128.72,0.0,3089.25
LI-113718,INV-54574,PROD-6230,3,493.19,0.0,1479.58
LI-113719,INV-54575,PROD-6210,1,82.34,0.0,82.34
LI-113720,INV-54576,PROD-6212,3,327.69,25.0,958.06
LI-113721,INV-54576,PROD-6038,1,40.18,0.0,40.18
LI-113722,INV-54576,PROD-6203,1,245.36,0.0,245.36
LI-113723,INV-54577,PROD-6016,30,206.47,0.0,6194.22
LI-113724,INV-54577,PROD-6045,2,81.97,25.0,138.93
LI-113725,INV-54577,PROD-6139,3,384.12,5.0,1147.36
LI-113726,INV-54577,PROD-6009,2,109.32,25.0,193.64
LI-113727,INV-54577,PROD-6215,1,79.48,25.0,54.48
LI-113728,INV-54578,PROD-6133,2,245.04,5.0,485.08
LI-113729,INV-54579,PROD-6110,3,319.29,10.0,947.88
LI-113730,INV-54579,PROD-6079,1,43.01,0.0,43.01
LI-113731,INV-54579,PROD-6271,2,127.15,0.0,254.3
LI-113732,INV-54579,PROD-6130,2,416.64,10.0,823.29
LI-113733,INV-54580,PROD-6267,1,288.92,0.0,288.92
LI-113734,INV-54580,PROD-6128,2,93.53,10.0,177.07
LI-113735,INV-54581,PROD-6033,1,465.18,0.0,465.18
LI-113736,INV-54582,PROD-6024,38,20.62,0.0,783.4
LI-113737,INV-54582,PROD-6169,2,421.13,5.0,837.25
LI-113738,INV-54583,PROD-6018,5,355.35,0.0,1776.77
LI-113739,INV-54583,PROD-6150,3,298.29,10.0,884.87
LI-113740,INV-54583,PROD-6109,3,63.63,25.0,165.89
LI-113741,INV-54583,PROD-6269,1,212.94,0.0,212.94
