invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-14110,2023-07-30,Office Supplies,General Office Supplies entry,1698.28,Debit,Marketing,Staples Business,Check
ACT-14111,2023-08-16,Utilities,General Utilities entry,630.26,Debit,Warehouse,City Power & Water,ACH
ACT-14112,2025-02-04,Inventory Purchase,General Inventory Purchase entry,1066.25,Debit,Operations,Various Wholesale,Credit Card
ACT-14113,2024-06-16,Revenue,Daily Sales Deposit,2159.08,Credit,Sales,Customer Payments,ACH
ACT-14114,2024-06-16,Revenue,Daily Sales Deposit,2159.08,Credit,Sales,Customer Payments,ACH
ACT-14115,2024-07-01,Inventory Purchase,General Inventory Purchase entry,1270.3,Debit,Warehouse,Various Wholesale,Check
ACT-14116,2025-07-09,Revenue,Daily Sales Deposit,2123.16,Credit,Sales,Customer Payments,Check
ACT-14117,2023-11-21,Utilities,General Utilities entry,973.3,Debit,Admin,City Power & Water,Credit Card
ACT-14118,2023-12-12,Inventory Purchase,General Inventory Purchase entry,1727.9,Debit,Marketing,Various Wholesale,Check
ACT-14119,2023-10-08,Revenue,Daily Sales Deposit,5062.56,Credit,Sales,Customer Payments,Credit Card
ACT-14120,2025-06-25,Revenue,Daily Sales Deposit,5006.54,Credit,Sales,Customer Payments,Check
ACT-14121,2023-12-20,Revenue,Daily Sales Deposit,5553.4,Credit,Sales,Customer Payments,Credit Card
ACT-14122,2023-12-17,Revenue,Daily Sales Deposit,4197.93,Credit,Sales,Customer Payments,Check
ACT-14123,2024-03-12,Revenue,Daily Sales Deposit,2404.99,Credit,Sales,Customer Payments,ACH
ACT-14124,2025-04-15,Revenue,Daily Sales Deposit,1309.16,Credit,Sales,Customer Payments,Credit Card
ACT-14125,2025-11-01,Utilities,General Utilities entry,1538.36,Debit,Operations,City Power & Water,Check
ACT-14126,2024-01-01,Revenue,Daily Sales Deposit,3774.16,Credit,Sales,Customer Payments,Credit Card
ACT-14127,2025-07-19,Inventory Purchase,General Inventory Purchase entry,422.21,Debit,Warehouse,Various Wholesale,ACH
ACT-14128,2023-02-16,Inventory Purchase,General Inventory Purchase entry,741.82,Debit,Marketing,Various Wholesale,ACH
ACT-14129,2025-01-22,Revenue,Daily Sales Deposit,5506.76,Credit,Sales,Customer Payments,Credit Card
ACT-14130,2025-11-21,Revenue,Daily Sales Deposit,5666.74,Credit,Sales,Customer Payments,ACH
ACT-14131,2023-07-08,Revenue,Daily Sales Deposit,2435.36,Credit,Sales,Customer Payments,Check
ACT-14132,2025-08-25,Office Supplies,General Office Supplies entry,709.82,Debit,Marketing,Staples Business,Credit Card
ACT-14133,2023-11-13,Utilities,General Utilities entry,1952.16,Debit,Operations,City Power & Water,Credit Card
ACT-14134,2024-07-19,Inventory Purchase,General Inventory Purchase entry,190.68,Debit,Admin,Various Wholesale,Check
ACT-14135,2025-06-03,Office Supplies,General Office Supplies entry,1164.34,Debit,Sales,Staples Business,Check
ACT-14136,2023-12-18,Revenue,Daily Sales Deposit,1949.89,Credit,Sales,Customer Payments,ACH
ACT-14137,2025-05-18,Inventory Purchase,General Inventory Purchase entry,152.96,Debit,Marketing,Various Wholesale,Check
ACT-14138,2025-05-15,Office Supplies,General Office Supplies entry,1830.77,Debit,Marketing,Staples Business,ACH
ACT-14139,2023-09-21,Utilities,General Utilities entry,1579.04,Debit,Marketing,City Power & Water,Check
ACT-14140,2024-10-02,Utilities,General Utilities entry,1488.54,Debit,Marketing,City Power & Water,ACH
ACT-14141,2024-07-24,Revenue,Daily Sales Deposit,4706.21,Credit,Sales,Customer Payments,Check
ACT-14142,2025-03-22,Inventory Purchase,General Inventory Purchase entry,214.98,Debit,Marketing,Various Wholesale,Credit Card
ACT-14143,2024-08-29,Office Supplies,General Office Supplies entry,1859.62,Debit,Admin,Staples Business,Credit Card
ACT-14144,2024-03-10,Office Supplies,General Office Supplies entry,1217.4,Debit,Warehouse,Staples Business,Credit Card
ACT-14145,2024-07-29,Office Supplies,General Office Supplies entry,666.66,Debit,Sales,Staples Business,Credit Card
ACT-14146,2024-04-24,Office Supplies,General Office Supplies entry,1290.82,Debit,Marketing,Staples Business,Credit Card
ACT-14147,2023-11-06,Revenue,Daily Sales Deposit,2335.31,Credit,Sales,Customer Payments,Credit Card
ACT-14148,2023-06-28,Office Supplies,General Office Supplies entry,1591.16,Debit,Warehouse,Staples Business,ACH
ACT-14149,2023-09-25,Revenue,Daily Sales Deposit,2473.48,Credit,Sales,Customer Payments,Check
ACT-14150,2023-06-10,Revenue,Daily Sales Deposit,5630.78,Credit,Sales,Customer Payments,ACH
ACT-14151,2024-10-06,Office Supplies,General Office Supplies entry,104.51,Debit,Warehouse,Staples Business,Check
ACT-14152,2024-06-08,Revenue,Daily Sales Deposit,1863.03,Credit,Sales,Customer Payments,Credit Card
ACT-14153,2024-06-03,Office Supplies,General Office Supplies entry,589.46,Debit,Warehouse,Staples Business,Credit Card
ACT-14154,2024-01-05,Office Supplies,General Office Supplies entry,1116.5,Debit,Operations,Staples Business,Credit Card
ACT-14155,2024-12-22,Revenue,Daily Sales Deposit,1927.4,Credit,Sales,Customer Payments,Credit Card
ACT-14156,2024-07-03,Office Supplies,General Office Supplies entry,213.0,Debit,Sales,Staples Business,Credit Card
ACT-14157,2023-12-04,Revenue,Daily Sales Deposit,5033.55,Credit,Sales,Customer Payments,Credit Card
ACT-14158,2024-04-04,Office Supplies,General Office Supplies entry,1805.75,Debit,Marketing,Staples Business,Credit Card
ACT-14159,2025-06-28,Office Supplies,General Office Supplies entry,925.06,Debit,Operations,Staples Business,Credit Card
ACT-14160,2023-02-17,Office Supplies,General Office Supplies entry,1828.41,Debit,Marketing,Staples Business,Check
ACT-14161,2024-12-16,Revenue,Daily Sales Deposit,4339.52,Credit,Sales,Customer Payments,ACH
ACT-14162,2025-12-06,Office Supplies,General Office Supplies entry,1481.87,Debit,Marketing,Staples Business,ACH
ACT-14163,2025-11-11,Inventory Purchase,General Inventory Purchase entry,1616.88,Debit,Warehouse,Various Wholesale,ACH
ACT-14164,2025-02-22,Utilities,General Utilities entry,283.91,Debit,Operations,City Power & Water,Credit Card
ACT-14165,2025-02-05,Office Supplies,General Office Supplies entry,1806.46,Debit,Operations,Staples Business,ACH
ACT-14166,2023-07-11,Revenue,Daily Sales Deposit,4044.22,Credit,Sales,Customer Payments,Credit Card
ACT-14167,2025-01-14,Revenue,Daily Sales Deposit,4655.17,Credit,Sales,Customer Payments,ACH
ACT-14168,2023-12-26,Inventory Purchase,General Inventory Purchase entry,561.22,Debit,Marketing,Various Wholesale,Check
ACT-14169,2025-09-22,Revenue,Daily Sales Deposit,5114.97,Credit,Sales,Customer Payments,Check
ACT-14170,2024-12-17,Revenue,Daily Sales Deposit,3659.94,Credit,Sales,Customer Payments,ACH
ACT-14171,2025-08-16,Office Supplies,General Office Supplies entry,858.42,Debit,Warehouse,Staples Business,Credit Card
ACT-14172,2023-12-07,Office Supplies,General Office Supplies entry,1974.12,Debit,Admin,Staples Business,ACH
ACT-14173,2024-07-26,Office Supplies,General Office Supplies entry,123.3,Debit,Operations,Staples Business,ACH
ACT-14174,2024-08-05,Revenue,Daily Sales Deposit,5123.6,Credit,Sales,Customer Payments,Credit Card
ACT-14175,2025-04-08,Office Supplies,General Office Supplies entry,1633.62,Debit,Operations,Staples Business,Credit Card
ACT-14176,2023-05-18,Revenue,Daily Sales Deposit,2116.54,Credit,Sales,Customer Payments,Credit Card
ACT-14177,2024-11-14,Inventory Purchase,General Inventory Purchase entry,776.64,Debit,Warehouse,Various Wholesale,Check
ACT-14178,2024-12-06,Office Supplies,General Office Supplies entry,232.96,Debit,Marketing,Staples Business,Check
ACT-14179,2023-07-22,Office Supplies,General Office Supplies entry,950.27,Debit,Operations,Staples Business,Credit Card
ACT-14180,2025-09-03,Revenue,Daily Sales Deposit,4127.16,Credit,Sales,Customer Payments,Check
ACT-14181,2025-08-25,Inventory Purchase,General Inventory Purchase entry,518.49,Debit,Operations,Various Wholesale,ACH
ACT-14182,2023-04-04,Utilities,General Utilities entry,1693.09,Debit,Warehouse,City Power & Water,ACH
ACT-14183,2023-11-03,Revenue,Daily Sales Deposit,3959.01,Credit,Sales,Customer Payments,ACH
ACT-14184,2023-08-18,Revenue,Daily Sales Deposit,4884.43,Credit,Sales,Customer Payments,ACH
ACT-14185,2025-01-26,Revenue,Daily Sales Deposit,4160.39,Credit,Sales,Customer Payments,Check
ACT-14186,2024-10-11,Inventory Purchase,General Inventory Purchase entry,1609.38,Debit,Warehouse,Various Wholesale,Check
ACT-14187,2023-09-05,Utilities,General Utilities entry,1325.58,Debit,Operations,City Power & Water,ACH
ACT-14188,2023-12-12,Inventory Purchase,General Inventory Purchase entry,1334.7,Debit,Operations,Various Wholesale,ACH
ACT-14189,2023-02-13,Office Supplies,General Office Supplies entry,1758.88,Debit,Warehouse,Staples Business,Check
ACT-14190,2024-10-18,Utilities,General Utilities entry,33.62,Debit,Marketing,City Power & Water,ACH
ACT-14191,2025-05-03,Utilities,General Utilities entry,1218.49,Debit,Sales,City Power & Water,Credit Card
ACT-14192,2024-10-11,Revenue,Daily Sales Deposit,1936.25,Credit,Sales,Customer Payments,Check
ACT-14193,2025-10-31,Inventory Purchase,General Inventory Purchase entry,30.37,Debit,Warehouse,Various Wholesale,ACH
ACT-14194,2023-11-07,Office Supplies,General Office Supplies entry,1531.64,Debit,Operations,Staples Business,Credit Card
ACT-14195,2025-07-18,Utilities,General Utilities entry,895.96,Debit,Operations,City Power & Water,ACH
ACT-14196,2025-06-13,Inventory Purchase,General Inventory Purchase entry,768.5,Debit,Sales,Various Wholesale,ACH
ACT-14197,2023-03-26,Revenue,Daily Sales Deposit,4526.15,Credit,Sales,Customer Payments,Credit Card
ACT-14198,2025-06-09,Inventory Purchase,General Inventory Purchase entry,727.8,Debit,Operations,Various Wholesale,Check
ACT-14199,2023-10-09,Inventory Purchase,General Inventory Purchase entry,1636.47,Debit,Admin,Various Wholesale,Check
ACT-14200,2024-03-02,Revenue,Daily Sales Deposit,6168.56,Credit,Sales,Customer Payments,ACH
ACT-14201,2023-12-13,Inventory Purchase,General Inventory Purchase entry,997.9,Debit,Marketing,Various Wholesale,ACH
ACT-14202,2024-10-30,Utilities,General Utilities entry,1143.08,Debit,Warehouse,City Power & Water,Credit Card
ACT-14203,2023-12-31,Inventory Purchase,General Inventory Purchase entry,1212.98,Debit,Sales,Various Wholesale,Credit Card
ACT-14204,2025-08-06,Utilities,General Utilities entry,400.26,Debit,Warehouse,City Power & Water,ACH
ACT-14205,2024-05-29,Revenue,Daily Sales Deposit,2479.66,Credit,Sales,Customer Payments,Check
ACT-14206,2023-08-09,Revenue,Daily Sales Deposit,3356.37,Credit,Sales,Customer Payments,Check
ACT-14207,2023-01-22,Utilities,General Utilities entry,1267.35,Debit,Marketing,City Power & Water,Credit Card
ACT-14208,2025-10-12,Utilities,General Utilities entry,1219.32,Debit,Sales,City Power & Water,ACH
ACT-14209,2024-12-11,Revenue,Daily Sales Deposit,2371.55,Credit,Sales,Customer Payments,Check
ACT-14210,2024-07-05,Office Supplies,General Office Supplies entry,268.56,Debit,Admin,Staples Business,Credit Card
ACT-14211,2024-12-20,Revenue,Daily Sales Deposit,2124.94,Credit,Sales,Customer Payments,ACH
ACT-14212,2024-07-14,Inventory Purchase,General Inventory Purchase entry,1542.42,Debit,Marketing,Various Wholesale,ACH
ACT-14213,2023-05-06,Revenue,Daily Sales Deposit,1581.62,Credit,Sales,Customer Payments,ACH
ACT-14214,2023-04-03,Revenue,Daily Sales Deposit,3479.6,Credit,Sales,Customer Payments,Check
ACT-14215,2023-03-20,Revenue,Daily Sales Deposit,3825.68,Credit,Sales,Customer Payments,Check
ACT-14216,2024-07-19,Inventory Purchase,General Inventory Purchase entry,1324.58,Debit,Sales,Various Wholesale,ACH
ACT-14217,2023-12-07,Revenue,Daily Sales Deposit,4415.35,Credit,Sales,Customer Payments,ACH
ACT-14218,2023-11-25,Office Supplies,General Office Supplies entry,47.88,Debit,Operations,Staples Business,Check
ACT-14219,2024-05-16,Revenue,Daily Sales Deposit,5443.5,Credit,Sales,Customer Payments,Check
ACT-14220,2025-06-03,Revenue,Daily Sales Deposit,2219.87,Credit,Sales,Customer Payments,Check
ACT-14221,2024-06-08,Revenue,Daily Sales Deposit,2185.78,Credit,Sales,Customer Payments,ACH
ACT-14222,2025-12-31,Utilities,General Utilities entry,1782.04,Debit,Marketing,City Power & Water,Credit Card
ACT-14223,2025-01-07,Revenue,Daily Sales Deposit,6158.16,Credit,Sales,Customer Payments,ACH
ACT-14224,2023-04-26,Utilities,General Utilities entry,464.94,Debit,Warehouse,City Power & Water,ACH
ACT-14225,2025-06-21,Revenue,Daily Sales Deposit,4832.56,Credit,Sales,Customer Payments,Credit Card
ACT-14226,2025-08-30,Utilities,General Utilities entry,102.52,Debit,Sales,City Power & Water,Check
ACT-14227,2024-07-22,Utilities,General Utilities entry,223.93,Debit,Admin,City Power & Water,Check
ACT-14228,2023-11-06,Revenue,Daily Sales Deposit,4479.08,Credit,Sales,Customer Payments,ACH
ACT-14229,2023-11-06,Revenue,Daily Sales Deposit,4479.08,Credit,Sales,Customer Payments,ACH
ACT-14230,2025-09-15,Inventory Purchase,General Inventory Purchase entry,782.28,Debit,Operations,Various Wholesale,Check
ACT-14231,2024-12-12,Utilities,General Utilities entry,1564.97,Debit,Marketing,City Power & Water,Check
ACT-14232,2025-08-16,Revenue,Daily Sales Deposit,4131.06,Credit,Sales,Customer Payments,ACH
ACT-14233,2024-01-21,Revenue,Daily Sales Deposit,5060.26,Credit,Sales,Customer Payments,ACH
ACT-14234,2023-03-12,Inventory Purchase,General Inventory Purchase entry,603.16,Debit,Operations,Various Wholesale,ACH
ACT-14235,2024-11-12,Utilities,General Utilities entry,303.86,Debit,Marketing,City Power & Water,Credit Card
ACT-14236,2023-01-26,Inventory Purchase,General Inventory Purchase entry,1913.42,Debit,Marketing,Various Wholesale,ACH
ACT-14237,2023-09-23,Revenue,Daily Sales Deposit,2682.29,Credit,Sales,Customer Payments,Check
ACT-14238,2023-03-29,Office Supplies,General Office Supplies entry,751.45,Debit,Admin,Staples Business,Credit Card
ACT-14239,2025-04-23,Revenue,Daily Sales Deposit,3178.6,Credit,Sales,Customer Payments,ACH
ACT-14240,2025-07-26,Revenue,Daily Sales Deposit,4721.36,Credit,Sales,Customer Payments,ACH
ACT-14241,2024-11-30,Office Supplies,General Office Supplies entry,1920.95,Debit,Sales,Staples Business,Credit Card
ACT-14242,2023-01-30,Revenue,Daily Sales Deposit,2300.57,Credit,Sales,Customer Payments,Check
ACT-14243,2023-10-13,Office Supplies,General Office Supplies entry,175.77,Debit,Admin,Staples Business,Check
ACT-14244,2024-10-18,Office Supplies,General Office Supplies entry,902.63,Debit,Admin,Staples Business,ACH
ACT-14245,2023-03-04,Inventory Purchase,General Inventory Purchase entry,1612.42,Debit,Marketing,Various Wholesale,Credit Card
ACT-14246,2025-01-10,Utilities,General Utilities entry,1691.7,Debit,Admin,City Power & Water,ACH
ACT-14247,2024-11-08,Office Supplies,General Office Supplies entry,1435.5,Debit,Admin,Staples Business,ACH
ACT-14248,2025-02-02,Revenue,Daily Sales Deposit,4880.56,Credit,Sales,Customer Payments,Credit Card
ACT-14249,2025-08-23,Office Supplies,General Office Supplies entry,1020.9,Debit,Sales,Staples Business,Credit Card
ACT-14250,2023-11-01,Utilities,General Utilities entry,1155.02,Debit,Operations,City Power & Water,Check
ACT-14251,2023-05-03,Office Supplies,General Office Supplies entry,910.16,Debit,Admin,Staples Business,Credit Card
ACT-14252,2023-05-06,Office Supplies,General Office Supplies entry,348.53,Debit,Admin,Staples Business,ACH
ACT-14253,2024-09-10,Revenue,Daily Sales Deposit,4252.32,Credit,Sales,Customer Payments,ACH
ACT-14254,2025-05-07,Revenue,Daily Sales Deposit,4825.34,Credit,Sales,Customer Payments,ACH
ACT-14255,2024-08-05,Inventory Purchase,General Inventory Purchase entry,406.18,Debit,Admin,Various Wholesale,ACH
ACT-14256,2024-07-19,Revenue,Daily Sales Deposit,2192.34,Credit,Sales,Customer Payments,Credit Card
ACT-14257,2024-07-02,Office Supplies,General Office Supplies entry,128.56,Debit,Warehouse,Staples Business,ACH
ACT-14258,2025-06-06,Office Supplies,General Office Supplies entry,1527.42,Debit,Operations,Staples Business,Check
ACT-14259,2023-08-06,Revenue,Daily Sales Deposit,1703.97,Credit,Sales,Customer Payments,Check
ACT-14260,2025-03-24,Office Supplies,General Office Supplies entry,1324.54,Debit,Marketing,Staples Business,ACH
ACT-14261,2023-04-15,Inventory Purchase,General Inventory Purchase entry,322.92,Debit,Marketing,Various Wholesale,Check
ACT-14262,2024-02-16,Revenue,Daily Sales Deposit,2609.15,Credit,Sales,Customer Payments,Check
ACT-14263,2024-06-06,Utilities,General Utilities entry,935.25,Debit,Operations,City Power & Water,Credit Card
ACT-14264,2025-09-17,Utilities,General Utilities entry,1326.02,Debit,Admin,City Power & Water,Credit Card
ACT-14265,2023-08-19,Utilities,General Utilities entry,1434.28,Debit,Sales,City Power & Water,Check
ACT-14266,2024-06-14,Office Supplies,General Office Supplies entry,362.1,Debit,Warehouse,Staples Business,ACH
ACT-14267,2025-05-16,Revenue,Daily Sales Deposit,2645.66,Credit,Sales,Customer Payments,Check
ACT-14268,2025-02-02,Office Supplies,General Office Supplies entry,804.54,Debit,Sales,Staples Business,Check
ACT-14269,2025-07-28,Revenue,Daily Sales Deposit,4771.39,Credit,Sales,Customer Payments,Credit Card
ACT-14270,2023-02-04,Revenue,Daily Sales Deposit,3143.53,Credit,Sales,Customer Payments,ACH
ACT-14271,2023-04-24,Revenue,Daily Sales Deposit,2531.86,Credit,Sales,Customer Payments,Credit Card
ACT-14272,2024-04-12,Utilities,General Utilities entry,1705.82,Debit,Admin,City Power & Water,Credit Card
ACT-14273,2024-08-28,Inventory Purchase,General Inventory Purchase entry,49.86,Debit,Marketing,Various Wholesale,Credit Card
ACT-14274,2025-12-10,Office Supplies,General Office Supplies entry,1817.39,Debit,Admin,Staples Business,Check
ACT-14275,2023-11-03,Inventory Purchase,General Inventory Purchase entry,1016.92,Debit,Admin,Various Wholesale,ACH
ACT-14276,2023-09-05,Inventory Purchase,General Inventory Purchase entry,1221.66,Debit,Admin,Various Wholesale,ACH
ACT-14277,2023-06-27,Revenue,Daily Sales Deposit,2691.24,Credit,Sales,Customer Payments,Credit Card
ACT-14278,2025-03-19,Revenue,Daily Sales Deposit,6048.78,Credit,Sales,Customer Payments,ACH
ACT-14279,2024-03-13,Inventory Purchase,General Inventory Purchase entry,566.97,Debit,Admin,Various Wholesale,Credit Card
ACT-14280,2023-01-21,Revenue,Daily Sales Deposit,3241.45,Credit,Sales,Customer Payments,Check
ACT-14281,2025-08-05,Revenue,Daily Sales Deposit,2390.95,Credit,Sales,Customer Payments,Check
ACT-14282,2024-07-02,Revenue,Daily Sales Deposit,3147.58,Credit,Sales,Customer Payments,Check
ACT-14283,2023-11-25,Utilities,General Utilities entry,29.0,Debit,Warehouse,City Power & Water,Credit Card
ACT-14284,2024-08-02,Revenue,Daily Sales Deposit,5534.54,Credit,Sales,Customer Payments,Check
ACT-14285,2023-07-13,Revenue,Daily Sales Deposit,5066.93,Credit,Sales,Customer Payments,Credit Card
ACT-14286,2025-10-21,Revenue,Daily Sales Deposit,3194.88,Credit,Sales,Customer Payments,ACH
ACT-14287,2023-03-20,Revenue,Daily Sales Deposit,1584.64,Credit,Sales,Customer Payments,Check
ACT-14288,2023-01-20,Office Supplies,General Office Supplies entry,1241.51,Debit,Sales,Staples Business,ACH
ACT-14289,2023-02-05,Revenue,Daily Sales Deposit,3520.92,Credit,Sales,Customer Payments,Credit Card
ACT-14290,2023-11-13,Revenue,Daily Sales Deposit,5509.06,Credit,Sales,Customer Payments,Check
ACT-14291,2023-10-25,Inventory Purchase,General Inventory Purchase entry,1101.4,Debit,Marketing,Various Wholesale,Check
ACT-14292,2024-01-24,Revenue,Daily Sales Deposit,3160.61,Credit,Sales,Customer Payments,Credit Card
ACT-14293,2024-09-04,Inventory Purchase,General Inventory Purchase entry,1450.44,Debit,Marketing,Various Wholesale,ACH
ACT-14294,2025-08-20,Office Supplies,General Office Supplies entry,1281.77,Debit,Operations,Staples Business,Check
ACT-14295,2025-01-05,Revenue,Daily Sales Deposit,2387.37,Credit,Sales,Customer Payments,Check
ACT-14296,2024-03-29,Office Supplies,General Office Supplies entry,662.89,Debit,Admin,Staples Business,Credit Card
ACT-14297,2023-07-14,Inventory Purchase,General Inventory Purchase entry,1384.34,Debit,Warehouse,Various Wholesale,Credit Card
ACT-14298,2023-07-24,Office Supplies,General Office Supplies entry,308.03,Debit,Sales,Staples Business,ACH
ACT-14299,2025-11-10,Revenue,Daily Sales Deposit,1709.15,Credit,Sales,Customer Payments,ACH
ACT-14300,2024-11-30,Inventory Purchase,General Inventory Purchase entry,193.44,Debit,Admin,Various Wholesale,Credit Card
ACT-14301,2025-09-28,Revenue,Daily Sales Deposit,2187.52,Credit,Sales,Customer Payments,Credit Card
ACT-14302,2025-01-04,Revenue,Daily Sales Deposit,4651.48,Credit,Sales,Customer Payments,Check
ACT-14303,2023-05-20,Utilities,General Utilities entry,648.98,Debit,Admin,City Power & Water,ACH
ACT-14304,2024-01-14,Inventory Purchase,General Inventory Purchase entry,1880.64,Debit,Admin,Various Wholesale,ACH
ACT-14305,2023-06-27,Revenue,Daily Sales Deposit,5929.94,Credit,Sales,Customer Payments,Credit Card
ACT-14306,2025-08-20,Utilities,General Utilities entry,1239.94,Debit,Admin,City Power & Water,Check
ACT-14307,2023-11-22,Office Supplies,General Office Supplies entry,1344.5,Debit,Admin,Staples Business,Credit Card
ACT-14308,2023-05-05,Inventory Purchase,General Inventory Purchase entry,386.08,Debit,Marketing,Various Wholesale,ACH
ACT-14309,2024-12-02,Revenue,Daily Sales Deposit,3008.24,Credit,Sales,Customer Payments,ACH
ACT-14310,2025-03-15,Office Supplies,General Office Supplies entry,1954.62,Debit,Marketing,Staples Business,ACH
ACT-14311,2023-05-25,Revenue,Daily Sales Deposit,3498.86,Credit,Sales,Customer Payments,Check
ACT-14312,2024-09-10,Revenue,Daily Sales Deposit,1966.06,Credit,Sales,Customer Payments,ACH
ACT-14313,2025-12-11,Utilities,General Utilities entry,279.94,Debit,Warehouse,City Power & Water,Check
ACT-14314,2025-11-24,Revenue,Daily Sales Deposit,3463.23,Credit,Sales,Customer Payments,Credit Card
ACT-14315,2025-07-09,Revenue,Daily Sales Deposit,1494.19,Credit,Sales,Customer Payments,Credit Card
ACT-14316,2023-11-07,Utilities,General Utilities entry,1801.53,Debit,Marketing,City Power & Water,Check
ACT-14317,2024-09-20,Revenue,Daily Sales Deposit,1568.2,Credit,Sales,Customer Payments,ACH
ACT-14318,2023-08-27,Office Supplies,General Office Supplies entry,394.97,Debit,Admin,Staples Business,Credit Card
ACT-14319,2024-01-31,Office Supplies,General Office Supplies entry,567.29,Debit,Operations,Staples Business,ACH
ACT-14320,2023-12-31,Revenue,Daily Sales Deposit,3793.02,Credit,Sales,Customer Payments,ACH
ACT-14321,2025-07-30,Office Supplies,General Office Supplies entry,664.22,Debit,Marketing,Staples Business,Check
ACT-14322,2025-05-16,Revenue,Daily Sales Deposit,3135.04,Credit,Sales,Customer Payments,Check
ACT-14323,2023-12-10,Inventory Purchase,General Inventory Purchase entry,645.78,Debit,Admin,Various Wholesale,ACH
ACT-14324,2025-12-11,Office Supplies,General Office Supplies entry,437.54,Debit,Warehouse,Staples Business,ACH
ACT-14325,2025-05-06,Office Supplies,General Office Supplies entry,1460.58,Debit,Marketing,Staples Business,Check
ACT-14326,2023-11-23,Inventory Purchase,General Inventory Purchase entry,1999.61,Debit,Admin,Various Wholesale,Check
ACT-14327,2023-10-10,Revenue,Daily Sales Deposit,3408.88,Credit,Sales,Customer Payments,Credit Card
ACT-14328,2024-10-21,Office Supplies,General Office Supplies entry,1308.16,Debit,Marketing,Staples Business,Credit Card
ACT-14329,2024-02-16,Office Supplies,General Office Supplies entry,327.53,Debit,Operations,Staples Business,Credit Card
ACT-14330,2023-08-17,Utilities,General Utilities entry,1589.05,Debit,Warehouse,City Power & Water,Credit Card
ACT-14331,2025-03-21,Office Supplies,General Office Supplies entry,1748.96,Debit,Operations,Staples Business,ACH
ACT-14332,2024-11-09,Revenue,Daily Sales Deposit,2533.5,Credit,Sales,Customer Payments,Check
ACT-14333,2024-10-16,Revenue,Daily Sales Deposit,4846.73,Credit,Sales,Customer Payments,Credit Card
ACT-14334,2025-11-12,Office Supplies,General Office Supplies entry,936.52,Debit,Warehouse,Staples Business,ACH
ACT-14335,2025-01-04,Inventory Purchase,General Inventory Purchase entry,272.77,Debit,Warehouse,Various Wholesale,Check
ACT-14336,2023-12-06,Office Supplies,General Office Supplies entry,970.8,Debit,Operations,Staples Business,Credit Card
ACT-14337,2024-04-05,Utilities,General Utilities entry,1558.72,Debit,Marketing,City Power & Water,ACH
ACT-14338,2023-06-12,Utilities,General Utilities entry,1608.74,Debit,Admin,City Power & Water,Credit Card
ACT-14339,2024-03-12,Office Supplies,General Office Supplies entry,92.97,Debit,Admin,Staples Business,ACH
ACT-14340,2023-10-03,Inventory Purchase,General Inventory Purchase entry,1064.72,Debit,Marketing,Various Wholesale,ACH
ACT-14341,2025-01-25,Revenue,Daily Sales Deposit,6153.08,Credit,Sales,Customer Payments,Credit Card
ACT-14342,2025-04-02,Utilities,General Utilities entry,1886.94,Debit,Operations,City Power & Water,Credit Card
ACT-14343,2023-02-19,Inventory Purchase,General Inventory Purchase entry,66.34,Debit,Marketing,Various Wholesale,ACH
ACT-14344,2024-04-11,Office Supplies,General Office Supplies entry,554.07,Debit,Warehouse,Staples Business,Check
ACT-14345,2023-01-18,Inventory Purchase,General Inventory Purchase entry,1375.99,Debit,Sales,Various Wholesale,Credit Card
ACT-14346,2023-05-04,Revenue,Daily Sales Deposit,2660.59,Credit,Sales,Customer Payments,Credit Card
ACT-14347,2023-10-20,Inventory Purchase,General Inventory Purchase entry,1944.5,Debit,Admin,Various Wholesale,Check
ACT-14348,2024-05-24,Revenue,Daily Sales Deposit,4405.61,Credit,Sales,Customer Payments,Credit Card
ACT-14349,2025-02-16,Revenue,Daily Sales Deposit,6037.38,Credit,Sales,Customer Payments,Credit Card
ACT-14350,2024-09-22,Inventory Purchase,General Inventory Purchase entry,426.97,Debit,Admin,Various Wholesale,Credit Card
ACT-14351,2023-01-25,Inventory Purchase,General Inventory Purchase entry,1798.52,Debit,Operations,Various Wholesale,Check
ACT-14352,2024-08-01,Inventory Purchase,General Inventory Purchase entry,1219.5,Debit,Operations,Various Wholesale,Credit Card
ACT-14353,2024-11-17,Revenue,Daily Sales Deposit,3937.54,Credit,Sales,Customer Payments,Credit Card
ACT-14354,2023-10-19,Revenue,Daily Sales Deposit,1409.36,Credit,Sales,Customer Payments,ACH
ACT-14355,2024-11-15,Revenue,Daily Sales Deposit,4999.24,Credit,Sales,Customer Payments,Check
ACT-14356,2024-04-13,Revenue,Daily Sales Deposit,5427.26,Credit,Sales,Customer Payments,Check
ACT-14357,2023-05-25,Office Supplies,General Office Supplies entry,701.86,Debit,Warehouse,Staples Business,ACH
ACT-14358,2023-11-24,Revenue,Daily Sales Deposit,5531.98,Credit,Sales,Customer Payments,ACH
ACT-14359,2023-06-17,Utilities,General Utilities entry,513.48,Debit,Warehouse,City Power & Water,Credit Card
ACT-14360,2024-10-09,Revenue,Daily Sales Deposit,5688.58,Credit,Sales,Customer Payments,ACH
ACT-14361,2025-06-17,Revenue,Daily Sales Deposit,2903.08,Credit,Sales,Customer Payments,ACH
ACT-14362,2024-04-27,Inventory Purchase,General Inventory Purchase entry,411.25,Debit,Marketing,Various Wholesale,Credit Card
